sample_id,annotation_priority,suggested_difficulty_label,difficulty_hint_zh,required_evidence_ids,evidence_context,evidence_context_zh,qa,qa_zh,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason
EV053,high,Easy,Easy：答案可以直接在文本中找到，并且只需要一个必要证据句。,[4],"[S4] the woman ran out : "" you west wind !","[S4] 那个女人跑出去：""你这西风！""","Q: what did the woman do when the west wind came ?
A: ran out .","Q: 当西风到来时，那个女人做了什么？
A: 跑出去。",1,yes,yes,S4 directly states that the woman ran out when the west wind came.,,,,,,soria-moria-castle,343,action,local,implicit,"[S0] halvor was very restless , and wanted to go right on again , but the woman said there was no need to hurry .
[S1] "" lie down on the bench by the stove , and take a nap , for we have no bed for you , "" said she .
[S2] "" i will watch for the west wind 's coming .
[S3] "" all of a sudden the west wind came rushing along so that the walls creaked .
[S4] the woman ran out : "" you west wind !
[S5] you west wind !
[S6] can you tell me the way to soria - moria castle ?
[S7] there is a fellow here who wants to know .
[S8] "" "" yes , indeed , "" said the west wind , "" i have to go to that very place , and dry the wash for the wedding soon to be held .
[S9] if he is quick afoot , he may come along with me .
[S10] "" halvor ran out .
[S11] "" you must hurry if you are going with me , "" said the west wind ; and at once he was up and off over hill and dale , land and sea , so that halvor could hardly keep up with him .
[S12] "" now i have no more time to keep you company , "" said the west wind , "" because i have first to tear down a stretch of pine forest , before i come to the bleaching - field and dry the wash .
[S13] but if you keep going along the hills , you will meet some girls standing there and washing , and then you will not be far from soria - moria castle .
[S14] ""","S4: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[4],yes,S4 directly states the woman ran out when the west wind arrived.
EV054,repair,Hard,Hard：答案不能直接在文本中找到，需要综合多个必要证据句，并且至少进行一次推理。,"[8, 11]","[S8] maisie jumped up , and stood staring in front of her as if she had been moonstruck .
[S11] it was no wonder that she stared , for , seated on this stone , was the queerest little old woman that she had ever seen in her life .","[S8] Maisie跳了起来，站在她面前呆呆地望着，好像被月光迷住了。
[S11] 她盯着看并不奇怪，因为坐在那块石头上的，是她一生中见过的最奇怪的小老太婆。","Q: how did maisie feel when she heard a queer,cracked voice quite close to her ?
A: scared .","Q: 当Maisie听到一个非常奇怪、沙哑的声音在她附近时，她感觉如何？
A: 害怕。",2,no,no,"The evidence sentences describe Maisie's reaction and the presence of a strange old woman, but do not mention her feeling scared or any emotional response to a queer, cracked voice.",,,,,,habetrot-the-spinstress,219,feeling,summary,implicit,"[S0] but the poor girl was in no mood that morning to enjoy the flowers and the birds .
[S1] instead of watching them , as she generally did , she hid her face in her hands , and wondered what would become of her .
[S2] she rocked herself to and fro , as she thought how terrible it would be if her mother fulfilled her threat and shut her up in the convent of st .
[S3] mary , with the grave , solemn - faced sisters , who seemed as if they had completely forgotten what it was like to be young , and run about in the sunshine , and laugh , and pick the fresh spring flowers .
[S4] "" oh , i could not do it , i could not do it , "" she cried at last .
[S5] "" it would kill me to be a nun .
[S6] "" "" and who wants to make a pretty wench like thee into a nun ?
[S7] "" asked a queer , cracked voice quite close to her .
[S8] maisie jumped up , and stood staring in front of her as if she had been moonstruck .
[S9] for , just across the stream from where she had been sitting , there was a curious boulder , with a round hole in the middle of it -- for all the world like a big apple with the core taken out .
[S10] maisie knew it well ; she had often sat upon it , and wondered how the funny hole came to be there .
[S11] it was no wonder that she stared , for , seated on this stone , was the queerest little old woman that she had ever seen in her life .
[S12] indeed , had it not been for her silver hair , and the white mutch with the big frill that she wore on her head , maisie would have taken her for a little girl , she wore such a very short skirt , only reaching down to her knees .",,Hard,"[8, 11]",no,"S8 describes Maisie's startled reaction, and S11/S12 establish the unusual appearance of the figure, supporting the scared inference."
EV055,high,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[2],"[S2] now , this king had a daughter who was as pretty as a ripe apple , so that there was no end to the number of the lads who came asking to marry her .",[S2] 现在，这位国王有一个女儿，她像熟透的苹果一样漂亮，因此每天都有无数的小伙子来请求娶她为妻。,"Q: why were two or three men dawdling around the house every day ?
A: they wanted to marry the king 's daughter .","Q: 为什么每天都有两三个男人在房子附近徘徊？
A: 他们想娶国王的女儿。",1,no,yes,"S2 explains that many lads came to marry the king's daughter, supporting the simple inference that the men dawdling around the house wanted to marry her.",,,,,,how-boots-befooled-king,12,causal relationship,local,implicit,"[S0] once upon a time there was a king who was the wisest in all of the world .
[S1] so wise was he that no one had ever befooled him , which is a rare thing , i can tell you .
[S2] now , this king had a daughter who was as pretty as a ripe apple , so that there was no end to the number of the lads who came asking to marry her .
[S3] every day there were two or three of them dawdling around the house , so that at last the old king grew tired of having them always about .
[S4] so he sent word far and near that whoever should befool him might have the princess and half of the kingdom to boot , for he thought that it would be a wise man indeed who could trick him .
[S5] but the king also said , that whoever should try to befool him and should fail , should have a good whipping .
[S6] this was to keep all foolish fellows away .
[S7] the princess was so pretty that there was no lack of lads who came to have a try for her and half of the kingdom , but every one of these went away with a sore back and no luck .","S2: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[2],yes,S2 explicitly states the princess's beauty as the reason men sought to marry her.
EV056,repair,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[5],"[S5] in her bewilderment she sang out : "" my daughter 's spun se'en , se'en , se'en , my daughter 's eaten se'en , se'en , se'en , and all before daylight .","[S5] 她在困惑中唱道：""我女儿已经纺了七，七，七，我女儿已经吃了七，七，七，而且这一切都是在天亮之前完成的。","Q: how did maisie's mother feel when she saw maisie's thread ?
A: happy .","Q: Maisie的母亲看到Maisie的线时感觉如何？
A: 高兴。",1,no,no,"The evidence sentence describes Maisie's mother as bewildered and mentions actions related to thread and consumption, but it does not indicate that she felt happy.",,,,,,habetrot-the-spinstress,226,feeling,local,implicit,"[S0] next morning her mother came downstairs before maisie was awake .
[S1] in fact , she had not been able to sleep much for thinking of her daughter 's careless ways , and had been sorrowfully making up her mind that she must lose no time in speaking to the abbess of st .
[S2] mary 's about this idle girl of hers .
[S3] what was her surprise to see on the table the seven beautiful hanks of thread , while , on going to the chimney to take down a black pudding to fry for breakfast , she found that every one of them had been eaten .
[S4] she did not know whether to laugh for joy that her daughter had been so industrious , or to cry for vexation because all her lovely black puddings -- which she had expected would last for a week at least -- were gone .
[S5] in her bewilderment she sang out : "" my daughter 's spun se'en , se'en , se'en , my daughter 's eaten se'en , se'en , se'en , and all before daylight .
[S6] """,,Medium,[5],no,"S5 shows Maisie's mother singing a song that implies happiness about the thread, though her mixed emotions (laugh/cry) require simple inference."
EV057,repair,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[5],"[S5] and one afternoon as she sat in the hut , it seemed to her that her sweetheart came , sat down beside her , and began to talk about their getting married at once .",[S5] 有一天下午，当她坐在小屋里时，她似乎看到她的意中人来了，坐在她旁边，开始谈论立刻结婚的事。,"Q: how did the maiden feel when she saw her sweetheart ?
A: suspicious .","Q: 当少女看到她的意中人时感觉如何？
A: 怀疑。",1,no,no,"The evidence sentence describes the maiden's experience but does not provide any indication of her emotional reaction, such as being suspicious.",,,,,,troll-wedding,375,feeling,local,implicit,"[S0] one summer , a long , long time ago , the folk of melbustad went up to the hill pastures with their herd .
[S1] but they had been there only a short time when the cattle began to grow so restless that it was impossible to keep them in order .
[S2] a number of different maidens tried to manage them , but without avail ; until one came who was betrothed , and whose betrothal had but recently been celebrated .
[S3] then the cattle suddenly quieted down , and were easy to handle .
[S4] so the maiden remained alone in the hills with no other company than a dog .
[S5] and one afternoon as she sat in the hut , it seemed to her that her sweetheart came , sat down beside her , and began to talk about their getting married at once .
[S6] but she sat still and made no reply , for she noticed a strangeness about him .
[S7] by and by , more and more people came in .
[S8] they began to cover the table with silverware , and bring on dishes .
[S9] the bridesmaids brought the bridal crown , and the ornaments , and a handsome bridal gown .
[S10] they dressed her , and put the crown on her head , as was the custom in those days , and they put rings on her hands .",,Medium,[5],no,"S5 implies suspicion through her refusal to reply and observation of 'strangeness,' but the emotion is inferred."
EV058,high,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[7],"[S7] and when all was of no avail , neither threats nor prayers , the little fellow at last began to weep .",[S7] 当一切都没有用，无论是威胁还是祈祷，这个小男孩最后开始哭泣。,"Q: how did the little fellow feel when the wild man would not give the apple back ?
A: sad .","Q: 当野人不肯把苹果还给他时，小男孩感觉如何？
A: 悲伤。",1,no,yes,"S7 implies the little fellow felt sad by describing him as weeping when all else failed, which is a simple inference.",,,,,,princess-glass-mountain,51,feeling,local,implicit,"[S0] the king and queen had only one child , a prince who was still small ; yet great in promise .
[S1] now when the king had gone , it chanced one day that the little fellow was wandering about the royal courtyard , and came to the wild man 's cage .
[S2] and he began to play with an apple of gold he had .
[S3] and while he was playing with it , it happened that suddenly the apple fell through the window in the wall of the cage .
[S4] the wild man at once appeared and threw back the apple .
[S5] this seemed a merry game to the little fellow : he threw the apple in again , and the wild man threw it out again , and thus they played for a long time .
[S6] yet for all the game had been so pleasant , it turned to sorrow in the end : for the wild man kept the apple of gold , and would not give it back again .
[S7] and when all was of no avail , neither threats nor prayers , the little fellow at last began to weep .","S7: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[7],yes,"S7 directly states the prince began to weep, which indicates sadness."
EV059,high,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[3],"[S3] "" then , stamping her tiny foot , she added in a voice of command , "" put back that turf instantly , or you shall regret this day .","[S3] ""然后，她跺着小脚，用命令的语气补充道，""立刻把那块草皮放回去，否则你会后悔今天的行为。","Q: how did the small woman feel after the poor man uncovered her house ?
A: mad .","Q: 当穷人揭开了她的房子后，这个小个子女人感觉如何？
A: 愤怒。",1,no,yes,"S3 does not directly state 'mad,' but the command to put back the turf and the tone of the voice support the inference that the small woman was angry.",,,,,,the-fairies-of-merlin-crag,385,feeling,local,implicit,"[S0] she was such a dainty little creature that the astonished countryman stopped working , stuck his spade into the ground , and gazed at her in wonder .
[S1] his wonder increased when she held up one of her tiny fingers and addressed him in these words : "" what would you think if i were to send my husband to uncover your house ?
[S2] you mortals think that you can do aught that pleases you .
[S3] "" then , stamping her tiny foot , she added in a voice of command , "" put back that turf instantly , or you shall regret this day .
[S4] "" now the poor man had often heard of the fairy folk and of the harm that they could work to unthinking mortals who offended them , so in fear and trembling he set to work to undo all his labour , and to place every divot in the exact spot from which he had taken it .","S3: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[3],yes,S3 directly states the woman's command and anger through her actions.
EV060,high,Hard,Hard：答案不能直接在文本中找到，需要综合多个必要证据句，并且至少进行一次推理。,"[1, 2]","[S1] and this widowed queen was so poor , and had fallen upon such evil days , that she and her daughters had often much ado to get enough to eat .
[S2] so the eldest princess determined that she would set out into the world to seek her fortune .","[S1] 这位寡妇女王非常贫穷，日子过得如此艰难，以至于她和她的女儿们常常很难有足够的食物。
[S2] 所以，这位大公主决定她将出发到外面的世界去寻找自己的财富。","Q: why was the eldest princess determined that she would set out into the world to seek her fortune ?
A: her family barely had enough to eat .","Q: 为什么这位大公主决定出发到外面的世界去寻找自己的财富？
A: 她的家庭几乎吃不饱。",2,no,yes,"S1 explains the family's poverty, and S2 shows the eldest princess's determination to seek her fortune, making the reasoning simple.",,,,,,the-black-bull-of-norroway,412,causal relationship,local,implicit,"[S0] in bygone days , long centuries ago , there lived a widowed queen who had three daughters .
[S1] and this widowed queen was so poor , and had fallen upon such evil days , that she and her daughters had often much ado to get enough to eat .
[S2] so the eldest princess determined that she would set out into the world to seek her fortune .
[S3] and her mother was quite willing that she should do so .
[S4] "" for , "" said she , "" it is better to work abroad than to starve at home .
[S5] "" but as there was an old hen - wife living near the castle who was said to be a witch , and to be able to foretell the future , the queen sent the princess to her cottage , before she set out on her travels , to ask her in which of the four airts she ought to go , in order to find the best fortune .
[S6] "" thou needst gang nae farther than my back door , hinnie , "" answered the old dame , who had always felt very sorry for the queen and her pretty daughters , and was glad to do them a good turn .","S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not provide the reason for the eldest princess's determination to seek her fortune.
S2: decision=keep, can_still_answer=no, reason=The remaining evidence does not provide a reason for the eldest princess to seek her fortune.",Medium,"[1, 2]",yes,"S1 explicitly states the family's poverty, and S2 directly shows the eldest princess's decision to seek her fortune, which is causally linked to the family's situation."
EV061,repair,Medium,Medium：答案不能直接在文本中找到，但只需要一个必要证据句并进行简单推理；或者答案可以直接找到，但需要综合多个必要证据句。,[2],"[S2] "" "" no one has called me mother for the last hundred years , "" said the old woman , "" but come and help me out , and give me a bite to eat ; for i have not had a bit to eat in all that time .","[S2] ""一百年来，没人再叫我妈妈了，"" 老妇人说，""但来帮我一下吧，给我一点吃的；因为那段时间我一口都没吃过。","Q: why did esben free the old woman ?
A: she said she was hungry .","Q: 为什么埃斯本释放了老妇人？
A: 她说她饿了。",1,no,no,"The context does not provide information about Esben or his actions, so the reason for freeing the old woman cannot be determined.",,,,,,kings-hares,463,causal relationship,local,implicit,"[S0] after he had wandered a while , and began to feel a proper hunger , he came to the old woman who was wedged by the nose in the tree - trunk and who was pulling and jerking away , in order to get loose .
[S1] "" good day , mother , "" said esben , "" and why are you worrying yourself so with your nose , you poor thing ?
[S2] "" "" no one has called me mother for the last hundred years , "" said the old woman , "" but come and help me out , and give me a bite to eat ; for i have not had a bit to eat in all that time .
[S3] and i will do something for your sake as well , "" said she .
[S4] yes , no doubt she would need something to eat and drink badly , said esben .
[S5] then he hewed the tree - trunk apart , so that she got her nose out of the cleft , sat down to eat , and shared with her .
[S6] the old woman had a good appetite , and she received a good half of his provisions .",,Medium,[2],no,"S2 shows the old woman explicitly stating she hadn't eaten, which motivates Esben's action but isn't directly stated as his reason."
EV062,high,Hard,Hard：答案不能直接在文本中找到，需要综合多个必要证据句，并且至少进行一次推理。,"[1, 2]","[S1] although they discountenanced her frequent visits to the place , they were not able to restrain them , for she was of so gentle and delicate a temper that they feared to thwart her .
[S2] her attachment to the fairy wood , therefore , grew with her years .","[S1] 虽然他们反对她频繁去那个地方，却无法阻止她，因为她性格温柔细腻，他们害怕打击她。
[S2] 因此，她对仙女树林的依恋随着年龄增长而加深。","Q: how did leelinau's attachment to the fairy wood grow ?
A: visited the fairy wood often .","Q: 利利瑙对仙女树林的依恋是如何增长的？
A: 经常去仙女树林。",2,no,yes,"S1 indicates she frequently visited the place despite being discouraged, and S2 states her attachment grew with her years, supporting the inference that frequent visits contributed to this growth.",,,,,,leelinau-the-lost-daughter,406,action,local,implicit,"[S0] to this sacred spot leelinau had made her way at an early age , gathering strange flowers and plants , which she would bring home to her parents , and relate to them all the haps and mishaps that had occurred in her rambles .
[S1] although they discountenanced her frequent visits to the place , they were not able to restrain them , for she was of so gentle and delicate a temper that they feared to thwart her .
[S2] her attachment to the fairy wood , therefore , grew with her years .
[S3] if she wished to solicit her spirits to procure pleasant dreams , or any other maiden favor , leelinau repaired to the manitowok .
[S4] if her father remained abroad in the hunt later than usual , and it was feared that he had been overwhelmed by the tempest , or had met with some other mischance , leelinau offered up her prayers for safety at the manitowok .
[S5] it was there that she fasted , mused , and strolled .","S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not specify how Leelinau's attachment to the fairy wood grew, only that it did.
S2: decision=keep, can_still_answer=no, reason=The remaining evidence does not mention Leelinau's attachment or her visits to the fairy wood, making the target answer unsupported.",Hard,"[1, 2]",no,"S1 mentions frequent visits, and S2 explicitly states her attachment grew with her years, linking the two."
EV063,high,Easy,Easy：答案可以直接在文本中找到，并且只需要一个必要证据句。,[2],"[S2] and when he heard it , he was so angry with the old washerwoman and her deceitful daughter that he ordered them to leave the country at once ; and he married the little princess , and they lived happily all their days .",[S2] 当他听到这件事时，他非常愤怒，对那个老洗衣妇和她狡诈的女儿，他命令她们立刻离开这个国家；然后他娶了那位小公主，他们从此幸福地生活在一起。,"Q: how did the black knight feel after he found the youngest princess ?
A: happy .","Q: 黑骑士在找到最年轻的公主后感觉如何？
A: 开心。",1,yes,yes,"S2 directly states that the black knight married the little princess and they lived happily, indicating he felt happy after finding her.",,,,,,the-black-bull-of-norroway,442,feeling,local,implicit,"[S0] so it came to pass that he lay awake that night and heard the princess enter his room , and listened to her plaintive little song , sung in a voice that was full of sobs : "" seven lang years i served for thee , the glassy hill i clamb for thee , the mantle white i washed for thee , and wilt thou no waken , and turn to me ?
[S1] "" and when he heard it , he understood it all ; and he sprang up and took her in his arms and kissed her , and asked her to tell him the whole story .
[S2] and when he heard it , he was so angry with the old washerwoman and her deceitful daughter that he ordered them to leave the country at once ; and he married the little princess , and they lived happily all their days .","S2: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[2],yes,"S2 explicitly states the knight married the princess and they lived happily, directly supporting the answer."
EV064,high,Hard,Hard：答案不能直接在文本中找到，需要综合多个必要证据句，并且至少进行一次推理。,"[1, 2, 3, 6]","[S1] you all heard how the two princess were loth to be married till the youngest would be ready with her crowns and her sweetheart .
[S2] but after the windlass loosened accidentally when they were pulling up her bridegroom that was to be , there was no more sign of a well , or a rope , or a windlass , than there is on the palm of your hand .
[S3] so the princes that were courting the eldest ladies would n't give peace or ease to their lovers nor the king till they got consent to the marriage , and it was to take place this morning .
[S6] the two bridegrooms came in as proud and grand as you please , and up they were walking to the altar rails , when the boards opened two yards wide under their feet , and down they went among the dead men and the coffins in the vaults .","[S1] 你们都听到那两位公主不愿出嫁，直到最小的公主准备好她的王冠和她的意中人。
[S2] 但当她们在拉起未婚夫时，滑轮意外松开了，从此那里再也没有井、绳子或滑轮的踪影。
[S3] 所以那些追求年长公主的王子们不再给他们的恋人或国王安宁，直到他们得到结婚的许可，婚礼就定在今天早晨。
[S6] 两位新郎走了进来，骄傲而庄重，他们正走向祭坛的栏杆时，地板突然在他们脚下裂开两码宽，他们便掉进了墓室里的尸体和棺材中。","Q: why did the two princes fall down during the wedding ?
A: they did not wait for the youngest princess to get back her crown and her prince .","Q: 为什么两位王子在婚礼上掉下去了？
A: 他们没有等最年轻的公主拿回她的王冠和她的王子。",4,no,yes,"S1 explains that the two princesses were reluctant to marry until the youngest had her crown and sweetheart. S6 describes the princes falling during the wedding. The target answer connects their fall to not waiting for the youngest princess to be ready, which requires synthesizing the context from S1 and S6.",,,,,,the-three-crowns,491,causal relationship,local,implicit,"[S0] they had n't been long at work when a tailor came in , and he sat down and began to talk .
[S1] you all heard how the two princess were loth to be married till the youngest would be ready with her crowns and her sweetheart .
[S2] but after the windlass loosened accidentally when they were pulling up her bridegroom that was to be , there was no more sign of a well , or a rope , or a windlass , than there is on the palm of your hand .
[S3] so the princes that were courting the eldest ladies would n't give peace or ease to their lovers nor the king till they got consent to the marriage , and it was to take place this morning .
[S4] myself went down out of curiousity , and to be sure i was delighted with the grand dresses of the two brides , and the three crowns on their heads -- gold , silver , and copper , one inside the other .
[S5] the youngest was standing by mournful enough , and all was ready .
[S6] the two bridegrooms came in as proud and grand as you please , and up they were walking to the altar rails , when the boards opened two yards wide under their feet , and down they went among the dead men and the coffins in the vaults .
[S7] oh , such shrieks as the ladies gave !
[S8] and such running and racing and peeping down as there was !
[S9] but the clerk soon opened the door of the vault , and up came the two princes , their fine clothes covered an inch thick with cobwebs and mould .","S1: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the two princes fell down; it only describes the event, not the cause related to the youngest princess.
S2: decision=keep, can_still_answer=no, reason=The remaining evidence does not explicitly state the reason for the princes falling down; it only describes the event, making the target answer unsupported.
S3: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain the reason for the princes falling during the wedding; it only describes the event.
S6: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why the two princes fell down during the wedding; it lacks the direct link to their failure to wait for the youngest princess's preparations.",Hard,"[1, 2, 3, 6]",no,"S1 and S2 establish the prerequisite for the youngest princess's readiness, S3 shows the princes' urgency to proceed without waiting, and S6 confirms the consequence of their premature action."
EV065,high,Easy,Easy：答案可以直接在文本中找到，并且只需要一个必要证据句。,[2],"[S2] he fought with the spirit , and overcame it and once more regained his true form ; but it is said that his mind is somewhat clouded at times , for he speaketh ever of a maiden whom he would fain have wedded , and whom he hath lost .",[S2] 他与精灵搏斗，并战胜了它，重新恢复了真实形态；但据说他有时会神志不清，因为他总是谈论着一位他渴望娶为妻子却已失去的少女。,"Q: why was the black knight of norroway's mind clouded at times ?
A: he lost his maiden .","Q: 为什么挪威黑骑士有时神志不清？
A: 他失去了他的少女。",1,yes,yes,S2 directly states that the black knight's mind is clouded because he speaks of a maiden he has lost.,,,,,,the-black-bull-of-norroway,432,causal relationship,local,implicit,"[S0] the old woman looked at her suspiciously .
[S1] "" the two are one , "" she answered ; "" for the black knight chanced to have a spell thrown over him , which turned him into a black bull , and which could not be lifted until he had fought with , and overcome , a mighty spirit of evil that lived in a dark glen .
[S2] he fought with the spirit , and overcame it and once more regained his true form ; but it is said that his mind is somewhat clouded at times , for he speaketh ever of a maiden whom he would fain have wedded , and whom he hath lost .
[S3] though who , or what she was , no living person kens .
[S4] but this story can have no interest to a stranger like thee , "" she added slowly , as if she were sorry for having said so much .
[S5] "" i have no more time to waste in talking .
[S6] but if thou wilt try and wash the mantle , thou art welcome to a night 's lodging ; and if not , i must ask thee to go on thy way .
[S7] "" needless to say , the princess said that she would try to wash the mantle ; and it seemed as if her fingers had some magic power in them , for as soon as she put it into water the stains vanished , and it became as white and clean as when it was new .
[S8] of course , the old woman was delighted , but she was very suspicious also , for it appeared to her that there must be some mysterious link between the maiden and the knight , if his mantle became clean so easily when she washed it , when it had remained soiled and stained in spite of all the labour which she and her daughter had bestowed upon it .","S2: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[2],yes,S2 directly states the knight's mind is clouded because he lost his maiden.
EV066,high,Easy,Easy：答案可以直接在文本中找到，并且只需要一个必要证据句。,[15],"[S15] and it was understood that the petitioners were to have all they asked , and that wassamo was thenceforward fairly accepted as a member of the great family of spirits .",[S15] 并且人们明白，请求者将得到他们所要求的一切，而瓦萨莫从此以后被正式接纳为伟大精灵家族的一员。,"Q: what will the spirits do after bearing off their tobacco-sacks ?
A: they will fulfill the people 's requests .","Q: 精灵们在拿走他们的烟草袋后会做什么？
A: 他们会满足人们的请求。",1,yes,yes,"S15 directly states that the petitioners were to have all they asked, which implies that the spirits will fulfill the people's requests.",,,,,,the-fire-plume,372,prediction,summary,implicit,"[S0] "" brothers , "" he said , "" i have invited you to partake with me of the offerings made by the mortals on earth , which have been brought by our relation , "" pointing to wassamo .
[S1] "" brothers , you see their wishes and desires plainly set forth here , "" laying his hand upon the figured moose - skins .
[S2] "" the offering is worthy of our consideration .
[S3] brothers , i see nothing on my part to hinder our granting their requests ; they do not appear to be unreasonable .
[S4] brothers , the offer is gratifying .
[S5] it is tobacco -- an article which we have lacked until we scarcely knew how to use our pipes .
[S6] shall we grant their requests ?
[S7] one thing more i would say .
[S8] brothers , it is this : there is my son - in law ; he is mortal .
[S9] i wish to detain him with me , and it is with us jointly to make him one of us .
[S10] "" "" hoke !
[S11] hoke !
[S12] "" ran through the whole company of spirits , and "" hoke !
[S13] hoke !
[S14] "" they cried again .
[S15] and it was understood that the petitioners were to have all they asked , and that wassamo was thenceforward fairly accepted as a member of the great family of spirits .
[S16] as a wedding - gift , the old spirit asked his son - in - law to make one request , which should be promptly granted .
[S17] "" let there be no sand - squalls among my father 's people for three months to come , "" said wassamo .
[S18] "" so shall it be , "" answered the old sand - spirit .
[S19] the tobacco was now divided in equal shares among the company .
[S20] they filled their pipes -- and huge pipes they were -- and such clouds they blew , that they rushed forth out of the lodge and brought on night , in all the country round about , several hours before its time .
[S21] after a while passed in silence , the spirits rose up , and bearing off their tobacco - sacks , they went smoking through the country , and losing themselves in their own fog , till a late hour in the morning , when all of their pipes being burned out , each departed on his own business .
[S22] the very next day the old sand - spirit , who was very much pleased with the turn affairs had taken at his entertainment , addressed wassamo : "" son - in - law , i have made up my mind to allow you another holiday as an acknowledgment of the handsome manner in which you acquitted yourself of your embassy .
[S23] you may visit your parents and relatives once more , to tell them that their wishes are granted , and to take your leave of them forever .
[S24] you can never , after , visit them again .
[S25] "" wassamo at once set out , reached his people , and was heartily welcomed .
[S26] they asked for his wife , and wassamo informed them that she had tarried at home to look after a son , a fine little sand - spirit , who had been born to them since his return .
[S27] having delivered all of his messages and passed a happy time , wassamo said , "" i must now bid you all farewell forever .
[S28] ""","S15: decision=keep, can_still_answer=no, reason=no_evidence_remaining",Easy,[15],yes,"S15 directly states that the petitioners' requests were granted, which is the action taken after the spirits bore off their tobacco-sacks."
EV067,high,Hard,Hard：答案不能直接在文本中找到，需要综合多个必要证据句，并且至少进行一次推理。,"[4, 5]","[S4] mary 's convent , and thou wilt go there and learn to be a nun .
[S5] "" now , though maisie was an idle girl , she had no wish to be shut up in a nunnery ; so she tried not to think of the sunshine outside , but sat down soberly with her distaff .","[S4] 玛丽修道院，你将去那里学习成为一名修女。
[S5] ""现在，虽然梅茜是个懒散的女孩，但她并不愿意被关进修道院；因此她努力不去想外面的阳光，而是认真地坐在她的纺锤旁。","Q: why did maisie start sitting at her spinning-wheel ?
A: she did not want to go to the nunnery .","Q: 为什么梅茜开始坐在她的纺车旁？
A: 她不想去修道院。",2,no,yes,"S4 mentions the nunnery, and S5 states Maisie had no wish to be shut up there, which supports the inference that she started sitting at her spinning-wheel to avoid it.",,,,,,habetrot-the-spinstress,216,causal relationship,local,implicit,"[S0] at last her mother grew really angry , and one bright spring morning she laid down three heads of lint on the table , saying sharply , "" i will have no more of this dallying .
[S1] people will say that it is my blame that no wooer comes to seek thee .
[S2] i can not have thee left on my hands to be laughed at , as the idle maid who would not marry .
[S3] so now thou must work ; and if thou hast not these heads of lint spun into seven hanks of thread in three days , i will e'en speak to the mother at st .
[S4] mary 's convent , and thou wilt go there and learn to be a nun .
[S5] "" now , though maisie was an idle girl , she had no wish to be shut up in a nunnery ; so she tried not to think of the sunshine outside , but sat down soberly with her distaff .
[S6] but , alas !
[S7] she was so little accustomed to work that she made but slow progress ; and although she sat at the spinning - wheel all day , and never once went out of doors , she found at night that she had only spun half a hank of yarn .","S4: decision=keep, can_still_answer=no, reason=The remaining evidence does not directly explain why Maisie started sitting at her spinning-wheel; it only describes her general behavior and attitude.
S5: decision=keep, can_still_answer=no, reason=The remaining evidence does not explain why Maisie started sitting at her spinning-wheel; the motivation or reason is missing.",Hard,"[4, 5]",no,"S4 outlines the mother's threat, and S5 explains Maisie's motivation to work (avoiding the nunnery), requiring causal inference."
