sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,full_context_zh,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context_zh,qa_zh,evidence_context,qa
EV354,high,Easy,"Full context:
[S0] one sunshiny morning , when there were just two or three promising clouds rolling moistly about the sky , aggo prepared to go out a - fishing ; but before he left the lodge he reminded her of her strange and industrious lover , whom she had never seen .
[S1] "" my daughter , "" said he , "" i am going out to fish , and as the day will be a pleasant one , you must recollect that we have an enemy near , who is constantly going about with two eyes that never close , and do not expose yourself out of the lodge . ""
[S2] with this excellent advice , aggo hopped off in high spirits ; but he had scarcely reached the fishing - ground when he heard a voice singing , at a distance : man with the leg tied up , man with the leg tied up , broken hip -- hip-- hipped .
[S3] man with the leg tied up , man with the leg tied up , broken leg -- leg-- legged .
[S4] there was no one in sight , but aggo heard the words quite plainly , and as he suspected the ditty to be the work of his enemies , the buffalos , he hopped home as fast as his one leg could carry him .
[S5] meantime , the daughter had no sooner been left alone in the lodge than she thought with herself : "" it is hard to be thus forever kept in doors . ""
[S6] "" but my father says it would be dangerous to venture abroad . ""
[S7] "" i know what i will do . ""
[S8] "" i will get on the top of the house , and there i can comb and dress my hair , and no one can harm me . ""
[S9] she accordingly ascended the roof and busied herself in untying and combing her beautiful hair ; for it was truly beautiful , not only of a fine , glossy quality , but it was so very long that it hung over the eaves of the house and reached down on the ground , as she sat dressing it .

QA:
Q: who did aggo suspect was singing ?
A: the king of the buffalos .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-man-with-his-leg-tied-up,353,character,summary,explicit,"[S0] one sunshiny morning , when there were just two or three promising clouds rolling moistly about the sky , aggo prepared to go out a - fishing ; but before he left the lodge he reminded her of her strange and industrious lover , whom she had never seen .
[S1] "" my daughter , "" said he , "" i am going out to fish , and as the day will be a pleasant one , you must recollect that we have an enemy near , who is constantly going about with two eyes that never close , and do not expose yourself out of the lodge . ""
[S2] with this excellent advice , aggo hopped off in high spirits ; but he had scarcely reached the fishing - ground when he heard a voice singing , at a distance : man with the leg tied up , man with the leg tied up , broken hip -- hip-- hipped .
[S3] man with the leg tied up , man with the leg tied up , broken leg -- leg-- legged .
[S4] there was no one in sight , but aggo heard the words quite plainly , and as he suspected the ditty to be the work of his enemies , the buffalos , he hopped home as fast as his one leg could carry him .
[S5] meantime , the daughter had no sooner been left alone in the lodge than she thought with herself : "" it is hard to be thus forever kept in doors . ""
[S6] "" but my father says it would be dangerous to venture abroad . ""
[S7] "" i know what i will do . ""
[S8] "" i will get on the top of the house , and there i can comb and dress my hair , and no one can harm me . ""
[S9] she accordingly ascended the roof and busied herself in untying and combing her beautiful hair ; for it was truly beautiful , not only of a fine , glossy quality , but it was so very long that it hung over the eaves of the house and reached down on the ground , as she sat dressing it .","[S0] 一个阳光明媚的早晨，天空中只有两三片湿润的云彩在滚动，阿戈准备去钓鱼；但在离开帐篷前，他提醒她注意那个她从未见过的奇怪而勤奋的追求者。
[S1] ""我的女儿，""他说，""我要去钓鱼，今天天气很好，你必须记住我们附近有一个敌人，他总是不停地睁着两只眼睛四处游荡，不要离开帐篷。""
[S2] 带着这个好建议，阿戈兴高采烈地跳走了；但他刚到钓鱼地点，就听到远处有声音在唱：腿被绑起来的人，腿被绑起来的人，断了的髋——髋——髋。
[S3] 腿被绑起来的人，腿被绑起来的人，断了的腿——腿——腿。
[S4] 周围没有人影，但阿戈清楚地听到了歌词，他怀疑这首歌是他的敌人——水牛们——的作品，于是他单腿跳着尽快赶回家。
[S5] 与此同时，女儿独自留在帐篷里，心想：""永远被关在屋里真难受。""
[S6] ""但我父亲说出去会有危险。""
[S7] ""我知道我要做什么。""
[S8] ""我要爬到屋顶上，在那里我可以梳头打扮，没有人能伤害我。""
[S9] 于是她爬上屋顶，忙着解开并梳理她美丽的头发；因为她的头发确实美丽，不仅质地优良、有光泽，而且非常长，当她坐着梳理时，头发垂在屋檐下，一直拖到地上。",,Easy,[4],yes,,[S4] 周围没有人影，但阿戈清楚地听到了歌词，他怀疑这首歌是他的敌人——水牛们——的作品，于是他单腿跳着尽快赶回家。,"Q: 阿戈怀疑是谁在唱歌？
A: 水牛王。","[S4] there was no one in sight , but aggo heard the words quite plainly , and as he suspected the ditty to be the work of his enemies , the buffalos , he hopped home as fast as his one leg could carry him .","Q: who did aggo suspect was singing ?
A: the king of the buffalos ."
EV355,high,Easy,"Full context:
[S0] but the spiritual part of notscha , his soul , fluttered about in the air , and was driven by the wind to the cave of the great one .
[S1] he took it in and said to it : "" you must appear to your mother ! ""
[S2] "" forty miles distant from your home rises a green mountain cliff . ""
[S3] "" on this cliff she must build a shrine for you . ""
[S4] "" and after you have enjoyed the incense of human adoration for three years , you shall once more have a human body . ""
[S5] notscha appeared to his mother in a dream , and gave her the whole message , and she awoke in tears .
[S6] but li dsing grew angry when she told him about it .
[S7] "" it serves the accursed boy right that he is dead ! ""
[S8] "" it is because you are always thinking of him that he appears to you in dreams . ""
[S9] "" you must pay no attention to him . ""
[S10] the woman said no more , but thenceforward he appeared to her daily , as soon as she closed her eyes , and grew more and more urgent in his demand .
[S11] finally all that was left for her to do was to erect a temple for notscha without li dsing 's knowledge .
[S12] and notscha performed great miracles in his temple .
[S13] all prayers made in it were granted .
[S14] and from far away people streamed to it to burn incense in his honor .

QA:
Q: what did notscha's mother do after notscha appeared in her dream ?
A: erected a temple for notscha without li dsing 's knowledge .",[11],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,notscha,354,action,local,explicit,"[S0] but the spiritual part of notscha , his soul , fluttered about in the air , and was driven by the wind to the cave of the great one .
[S1] he took it in and said to it : "" you must appear to your mother ! ""
[S2] "" forty miles distant from your home rises a green mountain cliff . ""
[S3] "" on this cliff she must build a shrine for you . ""
[S4] "" and after you have enjoyed the incense of human adoration for three years , you shall once more have a human body . ""
[S5] notscha appeared to his mother in a dream , and gave her the whole message , and she awoke in tears .
[S6] but li dsing grew angry when she told him about it .
[S7] "" it serves the accursed boy right that he is dead ! ""
[S8] "" it is because you are always thinking of him that he appears to you in dreams . ""
[S9] "" you must pay no attention to him . ""
[S10] the woman said no more , but thenceforward he appeared to her daily , as soon as she closed her eyes , and grew more and more urgent in his demand .
[S11] finally all that was left for her to do was to erect a temple for notscha without li dsing 's knowledge .
[S12] and notscha performed great miracles in his temple .
[S13] all prayers made in it were granted .
[S14] and from far away people streamed to it to burn incense in his honor .","[S0] 但哪吒的灵魂部分在空中飘荡，被风吹到了大仙的洞穴。
[S1] 大仙收留了它，并对它说：""你必须出现在你母亲面前！""
[S2] ""离你家四十英里处有一座绿色的山崖。""
[S3] ""她必须在这山崖上为你建一座庙。""
[S4] ""在你享受人间香火三年后，你将再次拥有人的身体。""
[S5] 哪吒在梦中出现在母亲面前，把整个消息告诉了她，她醒来时泪流满面。
[S6] 但李靖听到后非常生气。
[S7] ""这个该死的孩子死了活该！""
[S8] ""因为你总是想着他，所以他才会在梦中出现。""
[S9] ""你不要理他。""
[S10] 女人不再说什么，但从那时起，哪吒每天都会在她闭上眼睛时出现，并且越来越急切地要求。
[S11] 最后她唯一能做的就是瞒着李靖为哪吒建一座庙。
[S12] 哪吒在庙里显了许多神迹。
[S13] 所有在庙里祈祷的人都会如愿以偿。
[S14] 人们从远方涌来，为他烧香。",,Easy,[11],yes,,[S11] 最后她唯一能做的就是瞒着李靖为哪吒建一座庙。,"Q: 哪吒在梦中出现后，他的母亲做了什么？
A: 瞒着李靖为哪吒建了一座庙。",[S11] finally all that was left for her to do was to erect a temple for notscha without li dsing 's knowledge .,"Q: what did notscha's mother do after notscha appeared in her dream ?
A: erected a temple for notscha without li dsing 's knowledge ."
EV356,high,Easy,"Full context:
[S0] when the king 's youngest son had put an end to the giant in this way , he rode back on his wolf to the giant 's home .
[S1] there stood his six brothers as much alive as ever they had been , together with , their brides .
[S2] then the prince went into the hill to get his own bride , and they all rode home together .
[S3] and great was the joy of the old king when his seven sons all returned , each with his bride .
[S4] "" but the bride of my youngest is the most beautiful , after all , and he shall sit with her at the head of the table ! "" said the king .
[S5] and then they had a feast that lasted for weeks , and if they have not stopped , they are feasting to this very day .

QA:
Q: how did the king and his sons celebrate when they returned ?
A: a feast that lasted for weeks .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,anent-giant-who-did-not-have-his-heart-about-him,355,action,local,explicit,"[S0] when the king 's youngest son had put an end to the giant in this way , he rode back on his wolf to the giant 's home .
[S1] there stood his six brothers as much alive as ever they had been , together with , their brides .
[S2] then the prince went into the hill to get his own bride , and they all rode home together .
[S3] and great was the joy of the old king when his seven sons all returned , each with his bride .
[S4] "" but the bride of my youngest is the most beautiful , after all , and he shall sit with her at the head of the table ! "" said the king .
[S5] and then they had a feast that lasted for weeks , and if they have not stopped , they are feasting to this very day .","[S0] 当国王的小儿子这样结束了巨人的生命后，他骑着狼回到了巨人的家。
[S1] 他的六个兄弟和他们的新娘们站在那里，活得好好的。
[S2] 然后王子进入山里接回自己的新娘，他们一起骑马回家。
[S3] 老国王看到七个儿子都带着新娘回来，非常高兴。
[S4] ""但我小儿子的新娘是最美丽的，他应该和她一起坐在桌子的首位！""国王说。
[S5] 然后他们举行了一场持续数周的盛宴，如果他们没有停止，他们至今仍在庆祝。",,Easy,[5],yes,,[S5] 然后他们举行了一场持续数周的盛宴，如果他们没有停止，他们至今仍在庆祝。,"Q: 国王和他的儿子们回来时是如何庆祝的？
A: 一场持续数周的盛宴。","[S5] and then they had a feast that lasted for weeks , and if they have not stopped , they are feasting to this very day .","Q: how did the king and his sons celebrate when they returned ?
A: a feast that lasted for weeks ."
EV357,high,Easy,"Full context:
[S0] once upon a time there was a man who lived not very far from john of groat 's house , which , as everyone knows , is in the very north of scotland .
[S1] he lived in a little cottage by the sea - shore , and made his living by catching seals and selling their fur , which is very valuable .
[S2] he earned a good deal of money in this way .
[S3] these creatures used to come out of the sea in large numbers , and lie on the rocks near his house basking in the sunshine .
[S4] it was not difficult to creep up behind them and kill them .
[S5] some of those seals were larger than others , and the country people used to call them "" roane . ""
[S6] they used to whisper that they were not seals at all , but mermen and merwomen .
[S7] they came from a country of their own , far down under the ocean , who assumed this strange disguise in order that they might pass through the water , and come up to breathe the air of this earth of ours .

QA:
Q: why was it not difficult to creep up behind the seals ?
A: these creatures used to come out of the sea in large numbers , and lie on the rocks near his house basking in the sunshine .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-seal-catcher-and-the-merman,356,causal relationship,local,explicit,"[S0] once upon a time there was a man who lived not very far from john of groat 's house , which , as everyone knows , is in the very north of scotland .
[S1] he lived in a little cottage by the sea - shore , and made his living by catching seals and selling their fur , which is very valuable .
[S2] he earned a good deal of money in this way .
[S3] these creatures used to come out of the sea in large numbers , and lie on the rocks near his house basking in the sunshine .
[S4] it was not difficult to creep up behind them and kill them .
[S5] some of those seals were larger than others , and the country people used to call them "" roane . ""
[S6] they used to whisper that they were not seals at all , but mermen and merwomen .
[S7] they came from a country of their own , far down under the ocean , who assumed this strange disguise in order that they might pass through the water , and come up to breathe the air of this earth of ours .","[S0] 从前有一个人住在离约翰·奥格罗茨的房子不远的地方，众所周知，那是在苏格兰的最北端。
[S1] 他住在海边的一间小屋里，以捕捉海豹并出售它们珍贵的皮毛为生。
[S2] 他通过这种方式赚了很多钱。
[S3] 这些生物常常成群结队地从海里出来，躺在他家附近的岩石上晒太阳。
[S4] 悄悄接近并杀死它们并不困难。
[S5] 有些海豹比其他海豹大，当地人称之为""罗恩""。
[S6] 他们低声说这些根本不是海豹，而是人鱼和人鱼女。
[S7] 它们来自海底深处自己的国度，为了穿过水域并呼吸我们地球的空气，它们采用了这种奇怪的伪装。",,Easy,[3],yes,,[S3] 这些生物常常成群结队地从海里出来，躺在他家附近的岩石上晒太阳。,"Q: 为什么悄悄接近海豹并不困难？
A: 这些生物常常成群结队地从海里出来，躺在他家附近的岩石上晒太阳。","[S3] these creatures used to come out of the sea in large numbers , and lie on the rocks near his house basking in the sunshine .","Q: why was it not difficult to creep up behind the seals ?
A: these creatures used to come out of the sea in large numbers , and lie on the rocks near his house basking in the sunshine ."
EV358,high,Easy,"Full context:
[S0] one sunshiny morning , when there were just two or three promising clouds rolling moistly about the sky , aggo prepared to go out a - fishing ; but before he left the lodge he reminded her of her strange and industrious lover , whom she had never seen .
[S1] "" my daughter , "" said he , "" i am going out to fish , and as the day will be a pleasant one , you must recollect that we have an enemy near , who is constantly going about with two eyes that never close , and do not expose yourself out of the lodge . ""
[S2] with this excellent advice , aggo hopped off in high spirits ; but he had scarcely reached the fishing - ground when he heard a voice singing , at a distance : man with the leg tied up , man with the leg tied up , broken hip -- hip-- hipped .
[S3] man with the leg tied up , man with the leg tied up , broken leg -- leg-- legged .

QA:
Q: what was aggo prepared to do ?
A: go out a - fishing .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-man-with-his-leg-tied-up,357,action,local,explicit,"[S0] one sunshiny morning , when there were just two or three promising clouds rolling moistly about the sky , aggo prepared to go out a - fishing ; but before he left the lodge he reminded her of her strange and industrious lover , whom she had never seen .
[S1] "" my daughter , "" said he , "" i am going out to fish , and as the day will be a pleasant one , you must recollect that we have an enemy near , who is constantly going about with two eyes that never close , and do not expose yourself out of the lodge . ""
[S2] with this excellent advice , aggo hopped off in high spirits ; but he had scarcely reached the fishing - ground when he heard a voice singing , at a distance : man with the leg tied up , man with the leg tied up , broken hip -- hip-- hipped .
[S3] man with the leg tied up , man with the leg tied up , broken leg -- leg-- legged .","[S0] 一个阳光明媚的早晨，天空中只有两三片湿润的云彩在滚动，阿戈准备去钓鱼；但在离开帐篷前，他提醒她注意那个她从未见过的奇怪而勤奋的追求者。
[S1] ""我的女儿，""他说，""我要去钓鱼，今天天气很好，你必须记住我们附近有一个敌人，他总是不停地睁着两只眼睛四处游荡，不要离开帐篷。""
[S2] 带着这个好建议，阿戈兴高采烈地跳走了；但他刚到钓鱼地点，就听到远处有声音在唱：腿被绑起来的人，腿被绑起来的人，断了的髋——髋——髋。
[S3] 腿被绑起来的人，腿被绑起来的人，断了的腿——腿——腿。",,Easy,[0],yes,,[S0] 一个阳光明媚的早晨，天空中只有两三片湿润的云彩在滚动，阿戈准备去钓鱼；但在离开帐篷前，他提醒她注意那个她从未见过的奇怪而勤奋的追求者。,"Q: 阿戈准备做什么？
A: 去钓鱼。","[S0] one sunshiny morning , when there were just two or three promising clouds rolling moistly about the sky , aggo prepared to go out a - fishing ; but before he left the lodge he reminded her of her strange and industrious lover , whom she had never seen .","Q: what was aggo prepared to do ?
A: go out a - fishing ."
EV359,high,Easy,"Full context:
[S0] poor thomas , meanwhile , stood far away at the other end of the hall , feeling very lonely , yet fascinated by the extraordinary scene on which he was gazing .
[S1] for , although all the fine ladies , and courtiers , and knights were dancing in one part of the hall , there were huntsmen coming and going in another part , carrying in great antlered deer , which apparently they had killed in the chase , and throwing them down in heaps on the floor .
[S2] and there were rows of cooks standing beside the dead animals , cutting them up into joints , and bearing away the joints to be cooked .
[S3] altogether it was such a strange , fantastic scene that thomas took no heed of how the time flew , but stood and gazed , and gazed , never speaking a word to anybody .
[S4] this went on for three long days , then the queen rose from her throne , and , stepping from the dais , crossed the hall to where he was standing .

QA:
Q: what did thomas do while he was in the castle ?
A: stood and gazed , and gazed , never speaking a word to anybody .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,thomas-the-rhymer,358,action,local,explicit,"[S0] poor thomas , meanwhile , stood far away at the other end of the hall , feeling very lonely , yet fascinated by the extraordinary scene on which he was gazing .
[S1] for , although all the fine ladies , and courtiers , and knights were dancing in one part of the hall , there were huntsmen coming and going in another part , carrying in great antlered deer , which apparently they had killed in the chase , and throwing them down in heaps on the floor .
[S2] and there were rows of cooks standing beside the dead animals , cutting them up into joints , and bearing away the joints to be cooked .
[S3] altogether it was such a strange , fantastic scene that thomas took no heed of how the time flew , but stood and gazed , and gazed , never speaking a word to anybody .
[S4] this went on for three long days , then the queen rose from her throne , and , stepping from the dais , crossed the hall to where he was standing .","[S0] 可怜的托马斯站在大厅的另一端，感到非常孤独，但又被眼前的非凡场景所吸引。
[S1] 因为，尽管所有优雅的女士、朝臣和骑士们在大厅的一部分跳舞，但另一部分有猎人来来往往，扛着他们在狩猎中杀死的大角鹿，把它们堆在地上。
[S2] 还有一排排厨师站在死去的动物旁边，把它们切成块，然后拿走烹饪。
[S3] 总之，这是一个如此奇怪、奇幻的场景，以至于托马斯没有注意到时间的流逝，只是站在那里凝视着，凝视着，没有对任何人说一句话。
[S4] 这样持续了漫长的三天，然后女王从王座上站起来，走下台阶，穿过大厅来到他站立的地方。",,Easy,[3],yes,,[S3] 总之，这是一个如此奇怪、奇幻的场景，以至于托马斯没有注意到时间的流逝，只是站在那里凝视着，凝视着，没有对任何人说一句话。,"Q: 托马斯在城堡里做了什么？
A: 站在那里凝视着，凝视着，没有对任何人说一句话。","[S3] altogether it was such a strange , fantastic scene that thomas took no heed of how the time flew , but stood and gazed , and gazed , never speaking a word to anybody .","Q: what did thomas do while he was in the castle ?
A: stood and gazed , and gazed , never speaking a word to anybody ."
EV360,high,Easy,"Full context:
[S0] but they were all disappointed , for not one of them , try as she would , could make her foot small enough to go into the fairy shoe ; and there were many bitter tears shed in secret , when they returned home , by countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors .
[S1] at last the ambassador arrived at a house where a well - to - do laird had lived .
[S2] but the laird was dead now , and there was nobody left but his wife and two daughters , who had grown poor of late , and who had to work hard for their living .
[S3] one of the daughters was haughty and insolent ; the other was little , and young , and modest , and sweet .

QA:
Q: why were the ladies disappointed ?
A: not one of them could make her foot small enough to go into the fairy shoe .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,nippit-fit-and-clippit-fit,359,causal relationship,local,explicit,"[S0] but they were all disappointed , for not one of them , try as she would , could make her foot small enough to go into the fairy shoe ; and there were many bitter tears shed in secret , when they returned home , by countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors .
[S1] at last the ambassador arrived at a house where a well - to - do laird had lived .
[S2] but the laird was dead now , and there was nobody left but his wife and two daughters , who had grown poor of late , and who had to work hard for their living .
[S3] one of the daughters was haughty and insolent ; the other was little , and young , and modest , and sweet .","[S0] 但她们都失望了，因为无论她们怎么努力，没有一个人能让自己的脚小到能穿上那只仙鞋；许多以脚小为傲的美丽女士们回家后偷偷流下了苦涩的眼泪，她们原本满怀期待地出发，以为自己会是成功的竞争者。
[S1] 最后大使来到了一位富裕地主曾经居住的房子。
[S2] 但地主现在已经去世，只剩下他的妻子和两个女儿，她们最近变得贫穷，不得不为生计努力工作。
[S3] 一个女儿傲慢无礼；另一个则娇小、年轻、谦逊、甜美。",,Easy,[0],yes,,[S0] 但她们都失望了，因为无论她们怎么努力，没有一个人能让自己的脚小到能穿上那只仙鞋；许多以脚小为傲的美丽女士们回家后偷偷流下了苦涩的眼泪，她们原本满怀期待地出发，以为自己会是成功的竞争者。,"Q: 为什么女士们感到失望？
A: 没有一个人能让自己的脚小到能穿上那只仙鞋。","[S0] but they were all disappointed , for not one of them , try as she would , could make her foot small enough to go into the fairy shoe ; and there were many bitter tears shed in secret , when they returned home , by countless fair ladies who prided themselves on the smallness of their feet , and who had set out full of lively expectation that they would be the successful competitors .","Q: why were the ladies disappointed ?
A: not one of them could make her foot small enough to go into the fairy shoe ."
EV361,high,Easy,"Full context:
[S0] now they wanted to go home to the father of the king 's son ; but he would not hear of the master girl 's going afoot , since he did not think this fitting for either of them .
[S1] "" wait here a little while , until i fetch the seven horses that stand in my father 's stable , "" said the king 's son .
[S2] "" it is not far , and i will soon be back ; for i will not have my bride come marching home afoot . ""
[S3] "" no , do not do so , for when you get home to the castle you will forget me , i know that positively , "" said the master girl .
[S4] "" how could i forget you ? "" said the king 's son .
[S5] "" we have passed through so many hardships together , and we love each other so dearly , "" said he .
[S6] he wanted to fetch the coach and seven horses at all costs , and she was to wait by the seashore .
[S7] so at last the master girl had to give in .
[S8] "" but when you get there , you must not take time to greet a single person . ""
[S9] "" you must at once go to the stable , harness the horses , and drive back as swiftly as you can . ""
[S10] "" they will all come to meet you , but you must act as though you did not see them , and must not take a single bite to eat . if you do not do that , you will make both of us unhappy , "" said she .
[S11] and he promised to do as she had said .

QA:
Q: why did the king's son think he would not forget the master girl ?
A: they had passed through so many hardships together and they love each other so dearly .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,master-girl,360,causal relationship,local,explicit,"[S0] now they wanted to go home to the father of the king 's son ; but he would not hear of the master girl 's going afoot , since he did not think this fitting for either of them .
[S1] "" wait here a little while , until i fetch the seven horses that stand in my father 's stable , "" said the king 's son .
[S2] "" it is not far , and i will soon be back ; for i will not have my bride come marching home afoot . ""
[S3] "" no , do not do so , for when you get home to the castle you will forget me , i know that positively , "" said the master girl .
[S4] "" how could i forget you ? "" said the king 's son .
[S5] "" we have passed through so many hardships together , and we love each other so dearly , "" said he .
[S6] he wanted to fetch the coach and seven horses at all costs , and she was to wait by the seashore .
[S7] so at last the master girl had to give in .
[S8] "" but when you get there , you must not take time to greet a single person . ""
[S9] "" you must at once go to the stable , harness the horses , and drive back as swiftly as you can . ""
[S10] "" they will all come to meet you , but you must act as though you did not see them , and must not take a single bite to eat . if you do not do that , you will make both of us unhappy , "" said she .
[S11] and he promised to do as she had said .","[S0] 现在他们想回到王子的父亲那里；但他不愿让大师女孩步行前往，因为他认为这对他们两人都不合适。
[S1] ""在这里稍等片刻，我去取我父亲马厩里的七匹马，"" 王子说。
[S2] ""距离不远，我很快就会回来；因为我不愿让我的新娘步行回家。""
[S3] ""不，别这样做，因为当你回到城堡时，你一定会忘记我，我对此非常确定，"" 大师女孩说。
[S4] ""我怎么可能忘记你？"" 王子说。
[S5] ""我们共同经历了如此多的艰难困苦，彼此深爱着对方，"" 他说道。
[S6] 他执意要去取那辆七匹马拉的马车，而她则要在海边等待。
[S7] 最终大师女孩不得不让步。
[S8] ""但当你到达那里时，不要花时间去问候任何人。""
[S9] ""你必须立刻去马厩，套上马匹，尽快赶回来。""
[S10] ""他们都会来迎接你，但你必须装作没看见他们，也不要吃任何东西。如果你不这样做，你会让我们两人都不快乐，"" 她说。
[S11] 他答应会按照她说的去做。",,Easy,[5],yes,,"[S5] ""我们共同经历了如此多的艰难困苦，彼此深爱着对方，"" 他说道。","Q: 为什么王子认为自己不会忘记大师女孩？
A: 他们共同经历了如此多的艰难困苦，并且彼此深爱着对方。","[S5] "" we have passed through so many hardships together , and we love each other so dearly , "" said he .","Q: why did the king's son think he would not forget the master girl ?
A: they had passed through so many hardships together and they love each other so dearly ."
EV362,high,Easy,"Full context:
[S0] at length on his last little rush -- pickles found that the shop was empty .
[S1] the policeman had disappeared .
[S2] but the envelope remained .
[S3] "" do you think that he has gone to fetch a real live policeman ? i am afraid it is a summons , "" said pickles .
[S4] "" no , "" replied ginger , who had opened the envelope , "" it is the rates and taxes , 3 pounds , 19 shillings , 11 pence 3 farthings . ""
[S5] "" this is the last straw , "" said pickles , "" let us close the shop . ""
[S6] they put up the shutters , and left .
[S7] but they have not removed from the neighbourhood .
[S8] in fact some people wish they had gone further .

QA:
Q: what did the policement deliver to ginger and pickles ?
A: rates and taxes .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,tale-of-ginger-and-pickles,361,action,local,explicit,"[S0] at length on his last little rush -- pickles found that the shop was empty .
[S1] the policeman had disappeared .
[S2] but the envelope remained .
[S3] "" do you think that he has gone to fetch a real live policeman ? i am afraid it is a summons , "" said pickles .
[S4] "" no , "" replied ginger , who had opened the envelope , "" it is the rates and taxes , 3 pounds , 19 shillings , 11 pence 3 farthings . ""
[S5] "" this is the last straw , "" said pickles , "" let us close the shop . ""
[S6] they put up the shutters , and left .
[S7] but they have not removed from the neighbourhood .
[S8] in fact some people wish they had gone further .","[S0] 最后，在他最后一次匆忙中——腌菜发现商店空了。
[S1] 警察已经消失了。
[S2] 但信封还在。
[S3] ""你认为他是去叫一个真正的警察了吗？我担心这是一张传票，"" 腌菜说。
[S4] ""不，"" 姜饼人回答道，他打开了信封，""这是税费账单，3英镑19先令11便士3法寻。""
[S5] ""这是最后一根稻草，"" 腌菜说，""让我们关店吧。""
[S6] 他们拉下百叶窗，离开了。
[S7] 但他们并没有搬离这个街区。
[S8] 事实上，有些人希望他们走得更远。",,Easy,[4],yes,,"[S4] ""不，"" 姜饼人回答道，他打开了信封，""这是税费账单，3英镑19先令11便士3法寻。""","Q: 警察给姜饼人和腌菜送来了什么？
A: 税费账单。","[S4] "" no , "" replied ginger , who had opened the envelope , "" it is the rates and taxes , 3 pounds , 19 shillings , 11 pence 3 farthings . ""","Q: what did the policement deliver to ginger and pickles ?
A: rates and taxes ."
EV363,high,Easy,"Full context:
[S0] once upon a time there was a king who went forth into the world and fetched back a beautiful queen .
[S1] and after they had been married a while god gave them a little daughter .
[S2] then there was great rejoicing in the city and throughout the country , for the people wished their king all that was good , since he was kind and just .
[S3] while the child lay in its cradle , a strange - looking old woman entered the room , and no one knew who she was nor whence she came .
[S4] the old woman spoke a verse over the child , and said that she must not be allowed out under the open sky until she were full fifteen years of age , since otherwise the mountain troll would fetch her .
[S5] when the king heard this he took her words to heart , and posted guards to watch over the little princess so that she would not get out under the open sky .

QA:
Q: who entered the room while the child lay in its cradle ?
A: a strange - looking old woman .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,three-dogs,362,character,local,explicit,"[S0] once upon a time there was a king who went forth into the world and fetched back a beautiful queen .
[S1] and after they had been married a while god gave them a little daughter .
[S2] then there was great rejoicing in the city and throughout the country , for the people wished their king all that was good , since he was kind and just .
[S3] while the child lay in its cradle , a strange - looking old woman entered the room , and no one knew who she was nor whence she came .
[S4] the old woman spoke a verse over the child , and said that she must not be allowed out under the open sky until she were full fifteen years of age , since otherwise the mountain troll would fetch her .
[S5] when the king heard this he took her words to heart , and posted guards to watch over the little princess so that she would not get out under the open sky .","[S0] 从前有一位国王，他周游世界并带回了一位美丽的王后。
[S1] 他们结婚一段时间后，上帝赐给他们一个小女儿。
[S2] 于是整个城市和国家都充满了欢乐，因为人民希望他们的国王一切顺利，因为他善良而公正。
[S3] 当孩子躺在摇篮里时，一个长相奇怪的老妇人走进了房间，没有人知道她是谁，也不知道她从哪里来。
[S4] 老妇人对孩子念了一段咒语，并说在她满十五岁之前，不能让她到露天的地方，否则山怪会把她带走。
[S5] 国王听到这些话后，非常重视，派了守卫看守小公主，确保她不会到露天的地方。",,Easy,[3],yes,,[S3] 当孩子躺在摇篮里时，一个长相奇怪的老妇人走进了房间，没有人知道她是谁，也不知道她从哪里来。,"Q: 当孩子躺在摇篮里时，谁走进了房间？
A: 一个长相奇怪的老妇人。","[S3] while the child lay in its cradle , a strange - looking old woman entered the room , and no one knew who she was nor whence she came .","Q: who entered the room while the child lay in its cradle ?
A: a strange - looking old woman ."
