sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV330,high,Easy,"Full context:
[S0] the years passed quickly by and the child grew to be fifteen years of age .
[S1] he was taller and far stronger than any other boys of his own age , he had a handsome face and a heart full of courage , and he was very wise for his years .
[S2] the old couple 's pleasure was very great when they looked at him , for he was just what they thought a hero ought to be like .

QA:
Q: why was the old couple's pleasure very great when they looked at him ?
A: he was just what they thought a hero ought to be like .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,momotaro-story-of-son-of-peach,329,causal relationship,local,explicit,"[S0] the years passed quickly by and the child grew to be fifteen years of age .
[S1] he was taller and far stronger than any other boys of his own age , he had a handsome face and a heart full of courage , and he was very wise for his years .
[S2] the old couple 's pleasure was very great when they looked at him , for he was just what they thought a hero ought to be like .",,Easy,[2],yes,,"[S2] the old couple 's pleasure was very great when they looked at him , for he was just what they thought a hero ought to be like .","Q: why was the old couple's pleasure very great when they looked at him ?
A: he was just what they thought a hero ought to be like ."
EV331,high,Easy,"Full context:
[S0] the hunter , on entering , found his son sitting by the fire , very quiet and unconcerned , although he saw that all the articles of the lodge were lying thrown about in all directions .
[S1] "" why , my son , "" he said "" you must play very hard every day ; and what is it that you do , all alone , to throw the lodge in such confusion ? ""
[S2] the boy again had his excuse .
[S3] "" father , "" he answered , "" i play in this manner : i chase and drag my blanket around the lodge , and that is the reason you see the ashes spread about . ""
[S4] the hunter was not satisfied until his son had shown him how he played with the blanket , which he did so adroitly as to set his father laughing , and at last drive him out of the lodge with the great clouds of ashes that he raised .
[S5] the next morning the boy renewed his request that his father should be absent all day , and see if he could not kill two deer .
[S6] the hunter thought this a strange desire on the part of his son , but as he had always humored the boy , he went into the forest as usual , bent on accomplishing his wish , if he could .
[S7] as soon as he was out of sight , his son hastened to his young companion at the tree , and they continued their sports .
[S8] the father on nearing his home in the evening , as he reached the rising ground , again heard the sounds of play and laughter ; and as the wind brought them straight to his ear , he was now certain that there were two voices .

QA:
Q: why was the lodge in such confusion ?
A: the boy chased and dragged his blanket around the lodge .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,weendigoes-and-the-bone-dwarf,330,causal relationship,local,explicit,"[S0] the hunter , on entering , found his son sitting by the fire , very quiet and unconcerned , although he saw that all the articles of the lodge were lying thrown about in all directions .
[S1] "" why , my son , "" he said "" you must play very hard every day ; and what is it that you do , all alone , to throw the lodge in such confusion ? ""
[S2] the boy again had his excuse .
[S3] "" father , "" he answered , "" i play in this manner : i chase and drag my blanket around the lodge , and that is the reason you see the ashes spread about . ""
[S4] the hunter was not satisfied until his son had shown him how he played with the blanket , which he did so adroitly as to set his father laughing , and at last drive him out of the lodge with the great clouds of ashes that he raised .
[S5] the next morning the boy renewed his request that his father should be absent all day , and see if he could not kill two deer .
[S6] the hunter thought this a strange desire on the part of his son , but as he had always humored the boy , he went into the forest as usual , bent on accomplishing his wish , if he could .
[S7] as soon as he was out of sight , his son hastened to his young companion at the tree , and they continued their sports .
[S8] the father on nearing his home in the evening , as he reached the rising ground , again heard the sounds of play and laughter ; and as the wind brought them straight to his ear , he was now certain that there were two voices .",,Easy,[3],yes,,"[S3] "" father , "" he answered , "" i play in this manner : i chase and drag my blanket around the lodge , and that is the reason you see the ashes spread about . ""","Q: why was the lodge in such confusion ?
A: the boy chased and dragged his blanket around the lodge ."
EV332,high,Easy,"Full context:
[S0] there was once a farmer who lived in great comfort .
[S1] he had both lands and money , but , though he was so well off , one thing was wanting to complete his happiness ; he had no children .
[S2] many and many a time , when he met other farmers at the nearest market town , they would teaze him , asking how it came about that he was childless .
[S3] at length he grew so angry that he exclaimed : ' i must and will have a child of some sort or kind , even should it only be a hedgehog ! '
[S4] not long after this his wife gave birth to a child , but though the lower half of the little creature was a fine boy , from the waist upwards it was a hedgehog , so that when his mother first saw him she was quite frightened , and said to her husband , ' there now , you have cursed the child yourself . '
[S5] the farmer said , ' what 's the use of making a fuss ? '
[S6] ' i suppose the creature must be christened , but i do n't see how we are to ask anyone to be sponsor to him , and what are we to call him ? '
[S7] ' there is nothing we can possibly call him but jack my hedgehog , ' replied the wife .

QA:
Q: what did the others do when they saw the farmer at the nearest market town ?
A: teazed him , asked how it came about that he was childless .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,jack-my-hedgehog,331,action,local,explicit,"[S0] there was once a farmer who lived in great comfort .
[S1] he had both lands and money , but , though he was so well off , one thing was wanting to complete his happiness ; he had no children .
[S2] many and many a time , when he met other farmers at the nearest market town , they would teaze him , asking how it came about that he was childless .
[S3] at length he grew so angry that he exclaimed : ' i must and will have a child of some sort or kind , even should it only be a hedgehog ! '
[S4] not long after this his wife gave birth to a child , but though the lower half of the little creature was a fine boy , from the waist upwards it was a hedgehog , so that when his mother first saw him she was quite frightened , and said to her husband , ' there now , you have cursed the child yourself . '
[S5] the farmer said , ' what 's the use of making a fuss ? '
[S6] ' i suppose the creature must be christened , but i do n't see how we are to ask anyone to be sponsor to him , and what are we to call him ? '
[S7] ' there is nothing we can possibly call him but jack my hedgehog , ' replied the wife .",,Easy,[2],yes,,"[S2] many and many a time , when he met other farmers at the nearest market town , they would teaze him , asking how it came about that he was childless .","Q: what did the others do when they saw the farmer at the nearest market town ?
A: teazed him , asked how it came about that he was childless ."
EV333,high,Easy,"Full context:
[S0] the man returned home .
[S1] yet , in about a year 's time nearly all his children had died .
[S2] in the terror of his heart he turned to the lord of the great mountain .
[S3] he beat on the tree ; the red - coat came and led him into the palace .
[S4] there he told of his misfortune and begged the god to protect him .
[S5] the lord of the mountain smiled : "" did i not tell you in the start that the quick and the dead tread different paths , and that it is not well if they abide near each other permanently ? ""
[S6] "" now you see what has happened ! ""
[S7] yet he sent his messenger to fetch the man 's father .
[S8] the father came and the god spake to him as follows : "" i forgave you your offense and sent you back to your home as a field - god . ""
[S9] "" it was your duty to bring happiness to your family . ""
[S10] "" instead , nearly all of your grand - children have died off . ""
[S11] "" why is this ? ""

QA:
Q: what did the lord of the grat mountain do when hu-wu-bau told of his misfortune ?
A: sent his messenger to fetch the man 's father .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-dangerous-reward,332,action,local,explicit,"[S0] the man returned home .
[S1] yet , in about a year 's time nearly all his children had died .
[S2] in the terror of his heart he turned to the lord of the great mountain .
[S3] he beat on the tree ; the red - coat came and led him into the palace .
[S4] there he told of his misfortune and begged the god to protect him .
[S5] the lord of the mountain smiled : "" did i not tell you in the start that the quick and the dead tread different paths , and that it is not well if they abide near each other permanently ? ""
[S6] "" now you see what has happened ! ""
[S7] yet he sent his messenger to fetch the man 's father .
[S8] the father came and the god spake to him as follows : "" i forgave you your offense and sent you back to your home as a field - god . ""
[S9] "" it was your duty to bring happiness to your family . ""
[S10] "" instead , nearly all of your grand - children have died off . ""
[S11] "" why is this ? """,,Easy,[7],yes,,[S7] yet he sent his messenger to fetch the man 's father .,"Q: what did the lord of the grat mountain do when hu-wu-bau told of his misfortune ?
A: sent his messenger to fetch the man 's father ."
EV334,high,Easy,"Full context:
[S0] fourteen long years went by , and people were beginning to forget that thomas the rhymer had ever been in fairy - land ; but at last a day came when scotland was at war with england , and the scottish army was resting by the banks of the tweed , not far from the tower of ercildoune .
[S1] and the master of the tower determined to make a feast , and invite all the nobles and barons who were leading the army to sup with him .
[S2] that feast was long remembered .
[S3] for the laird of ercildoune took care that everything was as magnificent as it could possibly be ; and when the meal was ended he rose in his place , and , taking his elfin harp , he sang to his assembled guests song after song of the days of long ago .

QA:
Q: what did thomas want to do while there was a war ?
A: make a feast , and invite all the nobles and barons .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,thomas-the-rhymer,333,action,local,explicit,"[S0] fourteen long years went by , and people were beginning to forget that thomas the rhymer had ever been in fairy - land ; but at last a day came when scotland was at war with england , and the scottish army was resting by the banks of the tweed , not far from the tower of ercildoune .
[S1] and the master of the tower determined to make a feast , and invite all the nobles and barons who were leading the army to sup with him .
[S2] that feast was long remembered .
[S3] for the laird of ercildoune took care that everything was as magnificent as it could possibly be ; and when the meal was ended he rose in his place , and , taking his elfin harp , he sang to his assembled guests song after song of the days of long ago .",,Easy,[1],yes,,"[S1] and the master of the tower determined to make a feast , and invite all the nobles and barons who were leading the army to sup with him .","Q: what did thomas want to do while there was a war ?
A: make a feast , and invite all the nobles and barons ."
EV335,high,Easy,"Full context:
[S0] a moment afterwards there were most awful noises -- barking , baying , growls and howls , squealing and groans .
[S1] and nothing more was ever seen of that foxy - whiskered gentleman .
[S2] presently kep opened the door of the shed , and let out jemima puddle - duck .
[S3] unfortunately the puppies rushed in and gobbled up all the eggs before he could stop them .
[S4] he had a bite on his ear and both the puppies were limping .
[S5] jemima puddle - duck was escorted home in tears on account of those eggs .
[S6] she laid some more in june , and she was permitted to keep them herself : but only four of them hatched .
[S7] jemima puddle - duck said that it was because of her nerves ; but she had always been a bad sitter .

QA:
Q: what did the puppiess do ?
A: they gobbled up all the eggs .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-tale-of-jemina-puddle-duck,334,action,local,explicit,"[S0] a moment afterwards there were most awful noises -- barking , baying , growls and howls , squealing and groans .
[S1] and nothing more was ever seen of that foxy - whiskered gentleman .
[S2] presently kep opened the door of the shed , and let out jemima puddle - duck .
[S3] unfortunately the puppies rushed in and gobbled up all the eggs before he could stop them .
[S4] he had a bite on his ear and both the puppies were limping .
[S5] jemima puddle - duck was escorted home in tears on account of those eggs .
[S6] she laid some more in june , and she was permitted to keep them herself : but only four of them hatched .
[S7] jemima puddle - duck said that it was because of her nerves ; but she had always been a bad sitter .",,Easy,[3],yes,,[S3] unfortunately the puppies rushed in and gobbled up all the eggs before he could stop them .,"Q: what did the puppiess do ?
A: they gobbled up all the eggs ."
EV336,high,Easy,"Full context:
[S0] when they reached home the gates and doors had long since vanished , and the people of the village were all strangers to them .
[S1] they crowded about the scholars and asked who they might be .
[S2] "" we are liu tschen and yuan dschau . ""
[S3] "" only a few days ago we went into the hills to pick herbs ! ""
[S4] with that a servant came hastening up and looked at them .
[S5] at last he fell at liu tschen 's feet with great joy and cried : "" yes , you are really my master ! ""
[S6] "" since you went away , and we had no news of any kind regarding you some seventy years or more have passed . ""

QA:
Q: what happened after liu tschen went away ?
A: the villagers had no news of any kind regarding him some seventy years or more have passed .",[6],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-two-scholars,335,outcome resolution,local,explicit,"[S0] when they reached home the gates and doors had long since vanished , and the people of the village were all strangers to them .
[S1] they crowded about the scholars and asked who they might be .
[S2] "" we are liu tschen and yuan dschau . ""
[S3] "" only a few days ago we went into the hills to pick herbs ! ""
[S4] with that a servant came hastening up and looked at them .
[S5] at last he fell at liu tschen 's feet with great joy and cried : "" yes , you are really my master ! ""
[S6] "" since you went away , and we had no news of any kind regarding you some seventy years or more have passed . """,,Easy,[6],yes,,"[S6] "" since you went away , and we had no news of any kind regarding you some seventy years or more have passed . ""","Q: what happened after liu tschen went away ?
A: the villagers had no news of any kind regarding him some seventy years or more have passed ."
EV337,high,Easy,"Full context:
[S0] once upon a time there was little girl , pretty and dainty .
[S1] but in summer time she was obliged to go barefooted because she was poor , and in winter she had to wear large wooden shoes , so that her little instep grew quite red .
[S2] in the middle of the village lived an old shoemaker 's wife ; she sat down and made , as well as she could , a pair of little shoes out of some old pieces of red cloth .
[S3] they were clumsy , but she meant well , for they were intended for the little girl , whose name was karen .
[S4] karen received the shoes and wore them for the first time on the day of her mother 's funeral .
[S5] they were certainly not suitable for mourning ; but she had no others , and so she put her bare feet into them and walked behind the humble coffin .
[S6] just then a large old carriage came by , and in it sat an old lady ; she looked at the little girl , and taking pity on her , said to the clergyman , "" look here , if you will give me the little girl , i will take care of her . ""

QA:
Q: what was the little girl like ?
A: pretty and dainty .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,red-shoes,336,character,local,explicit,"[S0] once upon a time there was little girl , pretty and dainty .
[S1] but in summer time she was obliged to go barefooted because she was poor , and in winter she had to wear large wooden shoes , so that her little instep grew quite red .
[S2] in the middle of the village lived an old shoemaker 's wife ; she sat down and made , as well as she could , a pair of little shoes out of some old pieces of red cloth .
[S3] they were clumsy , but she meant well , for they were intended for the little girl , whose name was karen .
[S4] karen received the shoes and wore them for the first time on the day of her mother 's funeral .
[S5] they were certainly not suitable for mourning ; but she had no others , and so she put her bare feet into them and walked behind the humble coffin .
[S6] just then a large old carriage came by , and in it sat an old lady ; she looked at the little girl , and taking pity on her , said to the clergyman , "" look here , if you will give me the little girl , i will take care of her . """,,Easy,[0],yes,,"[S0] once upon a time there was little girl , pretty and dainty .","Q: what was the little girl like ?
A: pretty and dainty ."
EV338,high,Easy,"Full context:
[S0] the house in which she dwelt was small and neat , but dreary to behold , for there were no flowers near it -- no trees .
[S1] by the door stood a bee - hive , which was very useful .
[S2] there was also a little potato - field , very useful , and an earth bank , with sloe bushes upon it , which had done blossoming .
[S3] it now bore fruit , sloes , that draw one 's mouth together if one tastes them before the frost has touched them .

QA:
Q: what stood beside the door ?
A: bee - hive .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,what-one-can-invent,337,setting,local,explicit,"[S0] the house in which she dwelt was small and neat , but dreary to behold , for there were no flowers near it -- no trees .
[S1] by the door stood a bee - hive , which was very useful .
[S2] there was also a little potato - field , very useful , and an earth bank , with sloe bushes upon it , which had done blossoming .
[S3] it now bore fruit , sloes , that draw one 's mouth together if one tastes them before the frost has touched them .",,Easy,[1],yes,,"[S1] by the door stood a bee - hive , which was very useful .","Q: what stood beside the door ?
A: bee - hive ."
EV339,high,Easy,"Full context:
[S0] on another occasion , in the days of kien lung , the minister dschou ling was ordered to install a new king in the liu - kiu islands .
[S1] when the fleet was sailing by south of korea , a storm arose , and his ship was driven toward the black whirlpool .
[S2] the water had the color of ink , sun and moon lost their radiance , and the word was passed about that the ship had been caught in the black whirlpool , from which no living man had ever returned .
[S3] the seaman and travelers awaited their end with lamentations .
[S4] suddenly an untold number of lights , like red lanterns , appeared on the surface of the water .
[S5] then the seamen were overjoyed and prayed in the cabins .
[S6] "" our lives are saved ! "" they cried , "" the holy mother has come to our aid ! ""
[S7] and truly , a beautiful maiden with golden earrings appeared .
[S8] she waved her hand in the air and the winds became still and the waves grew even .
[S9] and it seemed as though the ship were being drawn along by a mighty hand .
[S10] it moved plashing through the waves , and suddenly it was beyond the limits of the black whirlpool .

QA:
Q: what did the beautiful maiden with golden earrings do when she appeared ?
A: waved her hand in the air and the winds became still and the waves grew even .",[8],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-queen-of-heaven,338,action,local,explicit,"[S0] on another occasion , in the days of kien lung , the minister dschou ling was ordered to install a new king in the liu - kiu islands .
[S1] when the fleet was sailing by south of korea , a storm arose , and his ship was driven toward the black whirlpool .
[S2] the water had the color of ink , sun and moon lost their radiance , and the word was passed about that the ship had been caught in the black whirlpool , from which no living man had ever returned .
[S3] the seaman and travelers awaited their end with lamentations .
[S4] suddenly an untold number of lights , like red lanterns , appeared on the surface of the water .
[S5] then the seamen were overjoyed and prayed in the cabins .
[S6] "" our lives are saved ! "" they cried , "" the holy mother has come to our aid ! ""
[S7] and truly , a beautiful maiden with golden earrings appeared .
[S8] she waved her hand in the air and the winds became still and the waves grew even .
[S9] and it seemed as though the ship were being drawn along by a mighty hand .
[S10] it moved plashing through the waves , and suddenly it was beyond the limits of the black whirlpool .",,Easy,[8],yes,,[S8] she waved her hand in the air and the winds became still and the waves grew even .,"Q: what did the beautiful maiden with golden earrings do when she appeared ?
A: waved her hand in the air and the winds became still and the waves grew even ."
EV340,high,Easy,"Full context:
[S0] years flew by , and every morning uraschimataro sailed his boat into the deep sea .
[S1] but one day as he was making for a little bay between some rocks , there arose a fierce whirlwind , which shattered his boat to pieces , and she was sucked under by the waves .
[S2] uraschimataro himself very nearly shared the same fate .
[S3] but he was a powerful swimmer , and struggled hard to reach the shore .
[S4] then he saw a large turtle coming towards him , and above the howling of the storm he heard what it said : ' i am the turtle whose life you once saved . '
[S5] ' i will now pay my debt and show my gratitude . '
[S6] ' the land is still far distant , and without my help you would never get there . '
[S7] ' climb on my back , and i will take you where you will . '
[S8] uraschimataro did not wait to be asked twice , and thankfully accepted his friend 's help .
[S9] but scarcely was he seated firmly on the shell , when the turtle proposed that they should not return to the shore at once , but go under the sea , and look at some of the wonders that lay hidden there .

QA:
Q: what did the turtle do when uraschimataro struggled hard to reach the shore ?
A: paid his debt and showed his gratitude .",[5],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-uraschimataro-and-the-turtle,339,action,local,explicit,"[S0] years flew by , and every morning uraschimataro sailed his boat into the deep sea .
[S1] but one day as he was making for a little bay between some rocks , there arose a fierce whirlwind , which shattered his boat to pieces , and she was sucked under by the waves .
[S2] uraschimataro himself very nearly shared the same fate .
[S3] but he was a powerful swimmer , and struggled hard to reach the shore .
[S4] then he saw a large turtle coming towards him , and above the howling of the storm he heard what it said : ' i am the turtle whose life you once saved . '
[S5] ' i will now pay my debt and show my gratitude . '
[S6] ' the land is still far distant , and without my help you would never get there . '
[S7] ' climb on my back , and i will take you where you will . '
[S8] uraschimataro did not wait to be asked twice , and thankfully accepted his friend 's help .
[S9] but scarcely was he seated firmly on the shell , when the turtle proposed that they should not return to the shore at once , but go under the sea , and look at some of the wonders that lay hidden there .",,Easy,[5],yes,,[S5] ' i will now pay my debt and show my gratitude . ',"Q: what did the turtle do when uraschimataro struggled hard to reach the shore ?
A: paid his debt and showed his gratitude ."
EV341,high,Easy,"Full context:
[S0] while all this was taking place the monkey was congratulating himself ( as the wicked often do before their punishment comes upon them ) on all he had done so neatly .
[S1] he thought it quite a fine thing that he had robbed his friend of all his ripe persimmons and then that he had killed him .
[S2] still , smile as hard as he might , he could not banish altogether the fear of the consequences should his evil deeds be discovered .
[S3] if he were found out ( and he told himself that this could not be for he had escaped unseen ) the crab 's family would be sure to bear him hatred and seek to take revenge on him .
[S4] so he would not go out , and kept himself at home for several days .
[S5] he found this kind of life , however , extremely dull , accustomed as he was to the free life of the woods , and at last he said : "" no one knows that it was i who killed the crab ! ""
[S6] "" i am sure that the old thing breathed his last before i left him . ""
[S7] "" dead crabs have no mouths ! ""
[S8] "" who is there to tell that i am the murderer ? ""
[S9] "" since no one knows , what is the use of shutting myself up and brooding over the matter ? ""
[S10] "" what is done can not be undone ! ""

QA:
Q: what did the monkey do because the crab's family would seek revenge ?
A: would not go out and kept himself at home for several days .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,quarrel-of-monkey-and-crab,340,action,local,explicit,"[S0] while all this was taking place the monkey was congratulating himself ( as the wicked often do before their punishment comes upon them ) on all he had done so neatly .
[S1] he thought it quite a fine thing that he had robbed his friend of all his ripe persimmons and then that he had killed him .
[S2] still , smile as hard as he might , he could not banish altogether the fear of the consequences should his evil deeds be discovered .
[S3] if he were found out ( and he told himself that this could not be for he had escaped unseen ) the crab 's family would be sure to bear him hatred and seek to take revenge on him .
[S4] so he would not go out , and kept himself at home for several days .
[S5] he found this kind of life , however , extremely dull , accustomed as he was to the free life of the woods , and at last he said : "" no one knows that it was i who killed the crab ! ""
[S6] "" i am sure that the old thing breathed his last before i left him . ""
[S7] "" dead crabs have no mouths ! ""
[S8] "" who is there to tell that i am the murderer ? ""
[S9] "" since no one knows , what is the use of shutting myself up and brooding over the matter ? ""
[S10] "" what is done can not be undone ! """,,Easy,[4],yes,,"[S4] so he would not go out , and kept himself at home for several days .","Q: what did the monkey do because the crab's family would seek revenge ?
A: would not go out and kept himself at home for several days ."
EV342,high,Easy,"Full context:
[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .

QA:
Q: why was the duckling looked down upon by all the creatures ?
A: he was looked down upon by all the creatures because of his ugliness .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-ugly-duckling,341,causal relationship,local,explicit,[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .,,Easy,[0],yes,,[S0] so the duckling went off and swam on the water and dived into it ; but he was looked down upon by all the creatures because of his ugliness .,"Q: why was the duckling looked down upon by all the creatures ?
A: he was looked down upon by all the creatures because of his ugliness ."
EV343,high,Easy,"Full context:
[S0] when they awoke the sun was high in the heavens , the wood was beautiful in the summer morning , and the birds were flying about in the branches and the tree tops .
[S1] at first the girls were filled with wonder when they saw that they had slept in the wood among the raspberry bushes .
[S2] they looked at each other , they looked at their beds , which were of the finest flax covered over with leaves and moss .
[S3] at last lisa said : ' are you awake , aina ? '
[S4] ' yes , ' said aina .
[S5] ' but i am still dreaming , ' said lisa .
[S6] ' no , ' said aina , ' but there is certainly some good fairy living among these raspberry bushes . '
[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '

QA:
Q: what did aina want for breakfast ?
A: a hot cup of coffee and a nice piece of white bread .",[7],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-raspberry-worm,342,action,local,explicit,"[S0] when they awoke the sun was high in the heavens , the wood was beautiful in the summer morning , and the birds were flying about in the branches and the tree tops .
[S1] at first the girls were filled with wonder when they saw that they had slept in the wood among the raspberry bushes .
[S2] they looked at each other , they looked at their beds , which were of the finest flax covered over with leaves and moss .
[S3] at last lisa said : ' are you awake , aina ? '
[S4] ' yes , ' said aina .
[S5] ' but i am still dreaming , ' said lisa .
[S6] ' no , ' said aina , ' but there is certainly some good fairy living among these raspberry bushes . '
[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '",,Easy,[7],yes,,"[S7] ' ah , if we had only a hot cup of coffee now , and a nice piece of white bread to dip into it ! '","Q: what did aina want for breakfast ?
A: a hot cup of coffee and a nice piece of white bread ."
EV344,high,Easy,"Full context:
[S0] what a funny sight it is to see a brood of ducklings with a hen !
[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .
[S2] her sister - in - law , mrs . rebeccah puddle - duck , was perfectly willing to leave the hatching to some one else-- "" i have not the patience to sit on a nest for twenty - eight days ; and no more have you , jemima . ""
[S3] "" you would let them go cold ; you know you would ! ""
[S4] "" i wish to hatch my own eggs ; i will hatch them all by myself , "" quacked jemima puddle - duck .
[S5] she tried to hide her eggs ; but they were always found and carried off .

QA:
Q: why was jemima puddle-duck annoyed ?
A: because the farmer 's wife would not let her hatch her own eggs .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-tale-of-jemina-puddle-duck,343,causal relationship,local,explicit,"[S0] what a funny sight it is to see a brood of ducklings with a hen !
[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .
[S2] her sister - in - law , mrs . rebeccah puddle - duck , was perfectly willing to leave the hatching to some one else-- "" i have not the patience to sit on a nest for twenty - eight days ; and no more have you , jemima . ""
[S3] "" you would let them go cold ; you know you would ! ""
[S4] "" i wish to hatch my own eggs ; i will hatch them all by myself , "" quacked jemima puddle - duck .
[S5] she tried to hide her eggs ; but they were always found and carried off .",,Easy,[1],yes,,"[S1] --listen to the story of jemima puddle - duck , who was annoyed because the farmer 's wife would not let her hatch her own eggs .","Q: why was jemima puddle-duck annoyed ?
A: because the farmer 's wife would not let her hatch her own eggs ."
