sample_id,annotation_priority,suggested_difficulty_label,full_context_qa,required_evidence_ids,human_valid,human_difficulty_label,human_answer_directly_found,human_evidence_ids,human_notes,num_required_sentences,suggested_answer_directly_found,blind_sufficient,blind_reason,story_name,source_index,attribute,fairytale_scope,fairytale_explicitness,full_context_numbered,removal_summary,selector_difficulty,selector_evidence_ids,selector_answer_directly_found,selector_reason,evidence_context,qa
EV524,high,Easy,"Full context:
[S0] she , too , was told to look out at the back door , and she was only too glad to do so ; for she fully expected to see a third coach - and - six coming rolling along the high road , straight for the castle door .
[S1] but , alas and alack !
[S2] no such sight greeted her eager eyes , for the high road was quite deserted , and in great disappointment she ran back to the hen - wife to tell her so .
[S3] "" then it is clear that thy fortune is not coming to meet thee this day , "" said the old dame , "" so thou must e'en come back to - morrow . ""
[S4] so the little princess went home again , and next day she turned up once more at the old wife 's cottage .

QA:
Q: what did the youngest princess expect to see after she opened the door ?
A: a third coach - and - six .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-black-bull-of-norroway,523,action,local,explicit,"[S0] she , too , was told to look out at the back door , and she was only too glad to do so ; for she fully expected to see a third coach - and - six coming rolling along the high road , straight for the castle door .
[S1] but , alas and alack !
[S2] no such sight greeted her eager eyes , for the high road was quite deserted , and in great disappointment she ran back to the hen - wife to tell her so .
[S3] "" then it is clear that thy fortune is not coming to meet thee this day , "" said the old dame , "" so thou must e'en come back to - morrow . ""
[S4] so the little princess went home again , and next day she turned up once more at the old wife 's cottage .",,Easy,[0],yes,,"[S0] she , too , was told to look out at the back door , and she was only too glad to do so ; for she fully expected to see a third coach - and - six coming rolling along the high road , straight for the castle door .","Q: what did the youngest princess expect to see after she opened the door ?
A: a third coach - and - six ."
EV525,high,Easy,"Full context:
[S0] just such a farmhouse as this stood in a country lane , and in it dwelt an old couple , a peasant and his wife .
[S1] small as their possessions were , they had one thing they could not do without , and that was a horse , which contrived to live upon the grass found by the side of the highroad .
[S2] the old peasant rode into the town upon this horse , and his neighbors often borrowed it of him and paid for the loan of it by rendering some service to the old couple .
[S3] yet after a time the old people thought it would be as well to sell the horse or exchange it for something which might be more useful to them .
[S4] but what should this _ something _ be ?

QA:
Q: why did the old couple decide to sell the horse ?
A: to exchange it or something which might be useful to them .",[3],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,what-the-goodman-does-is-always-right,524,causal relationship,local,explicit,"[S0] just such a farmhouse as this stood in a country lane , and in it dwelt an old couple , a peasant and his wife .
[S1] small as their possessions were , they had one thing they could not do without , and that was a horse , which contrived to live upon the grass found by the side of the highroad .
[S2] the old peasant rode into the town upon this horse , and his neighbors often borrowed it of him and paid for the loan of it by rendering some service to the old couple .
[S3] yet after a time the old people thought it would be as well to sell the horse or exchange it for something which might be more useful to them .
[S4] but what should this _ something _ be ?",,Easy,[3],yes,,[S3] yet after a time the old people thought it would be as well to sell the horse or exchange it for something which might be more useful to them .,"Q: why did the old couple decide to sell the horse ?
A: to exchange it or something which might be useful to them ."
EV526,high,Easy,"Full context:
[S0] the first time they put out a great storm was raging .
[S1] one of the sons sat at the rudder , the second at the bow , and the third in the middle .
[S2] isaac had to work with the bailing - can until he dripped perspiration .
[S3] they sailed as though they were mad .
[S4] they never reefed a sail , and when the boat was full of water , they danced on the crests of the waves , and slid down them so that the water in the stern spurted up like a fountain .
[S5] after a time the storm subsided , and they began to fish .
[S6] and the sea was so full of fish that they could not even put out an anchor , since mountains of fish were piled up beneath them .
[S7] the sons of udrost drew up one fish after another .
[S8] isaac knew his business ; but he had taken along his own fishing - tackle , and as soon as a fish bit he let go again , and at last he had caught not a single one .
[S9] when the boat was filled , they sailed home again to udrost , and the sons cleaned the fish , and laid them on the stands .
[S10] meanwhile isaac had complained to their father of his poor luck .
[S11] the man promised that he should do better next time , and gave him a couple of hooks .
[S12] the next time they went out to fish , isaac caught just as many as the others , and when they reached home , he was given three stands of fish as his share .

QA:
Q: what did the man give isaac when he did not catch any fish ?
A: a couple hooks .",[11],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,isle-of-udrost,525,action,local,explicit,"[S0] the first time they put out a great storm was raging .
[S1] one of the sons sat at the rudder , the second at the bow , and the third in the middle .
[S2] isaac had to work with the bailing - can until he dripped perspiration .
[S3] they sailed as though they were mad .
[S4] they never reefed a sail , and when the boat was full of water , they danced on the crests of the waves , and slid down them so that the water in the stern spurted up like a fountain .
[S5] after a time the storm subsided , and they began to fish .
[S6] and the sea was so full of fish that they could not even put out an anchor , since mountains of fish were piled up beneath them .
[S7] the sons of udrost drew up one fish after another .
[S8] isaac knew his business ; but he had taken along his own fishing - tackle , and as soon as a fish bit he let go again , and at last he had caught not a single one .
[S9] when the boat was filled , they sailed home again to udrost , and the sons cleaned the fish , and laid them on the stands .
[S10] meanwhile isaac had complained to their father of his poor luck .
[S11] the man promised that he should do better next time , and gave him a couple of hooks .
[S12] the next time they went out to fish , isaac caught just as many as the others , and when they reached home , he was given three stands of fish as his share .",,Easy,[11],yes,,"[S11] the man promised that he should do better next time , and gave him a couple of hooks .","Q: what did the man give isaac when he did not catch any fish ?
A: a couple hooks ."
EV527,high,Easy,"Full context:
[S0] but the ushers rushed her out of the hall , thinking she had gone suddenly insane ; and the senator 's friends seized him firmly and carried him out the stage entrance to the street , where they put him into an open carriage and instructed the driver to take him home .
[S1] the effect of the magic bonbon was still powerful enough to control the poor senator , who stood upon the rear seat of the carriage and danced energetically all the way home , to the delight of the crowd of small boys who followed the carriage and the grief of the sober - minded citizens , who shook their heads sadly and whispered that "" another good man had gone wrong . ""
[S2] it took the senator several months to recover from the shame and humiliation of this escapade ; and , curiously enough , he never had the slightest idea what had induced him to act in so extraordinary a manner .
[S3] perhaps it was fortunate the last bonbon had now been eaten , for they might easily have caused considerably more trouble than they did .
[S4] of course claribel went again to the wise chemist and signed a check for another box of magic bonbons ; but she must have taken better care of these , for she is now a famous vaudeville actress .

QA:
Q: how will the senator feel when he realizes that he danced during the political meeting ?
A: humilated .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-magic-bon-bons,526,prediction,summary,explicit,"[S0] but the ushers rushed her out of the hall , thinking she had gone suddenly insane ; and the senator 's friends seized him firmly and carried him out the stage entrance to the street , where they put him into an open carriage and instructed the driver to take him home .
[S1] the effect of the magic bonbon was still powerful enough to control the poor senator , who stood upon the rear seat of the carriage and danced energetically all the way home , to the delight of the crowd of small boys who followed the carriage and the grief of the sober - minded citizens , who shook their heads sadly and whispered that "" another good man had gone wrong . ""
[S2] it took the senator several months to recover from the shame and humiliation of this escapade ; and , curiously enough , he never had the slightest idea what had induced him to act in so extraordinary a manner .
[S3] perhaps it was fortunate the last bonbon had now been eaten , for they might easily have caused considerably more trouble than they did .
[S4] of course claribel went again to the wise chemist and signed a check for another box of magic bonbons ; but she must have taken better care of these , for she is now a famous vaudeville actress .",,Easy,[0],yes,,"[S0] but the ushers rushed her out of the hall , thinking she had gone suddenly insane ; and the senator 's friends seized him firmly and carried him out the stage entrance to the street , where they put him into an open carriage and instructed the driver to take him home .","Q: how will the senator feel when he realizes that he danced during the political meeting ?
A: humilated ."
EV528,high,Easy,"Full context:
[S0] she was lying on the sofa asleep , and was so beautiful that the young merchant had to kiss her .
[S1] then she woke up and was very much frightened , but he said he was a turkish god who had come through the air to see her , and that pleased her very much .
[S2] they sat close to each other , and he told her a story about her eyes .
[S3] they were beautiful dark lakes in which her thoughts swam about like mermaids .
[S4] and her forehead was a snowy mountain , grand and shining .
[S5] these were lovely stories .
[S6] then he asked the princess to marry him , and she said yes at once .
[S7] ' but you must come here on saturday , ' she said , ' for then the sultan and the sultana are coming to tea with me . '
[S8] ' they will be indeed proud that i receive the god of the turks . '
[S9] ' but mind you have a really good story ready , for my parents like them immensely . '
[S10] ' my mother likes something rather moral and high - flown , and my father likes something merry to make him laugh . '

QA:
Q: how did the sultan's daughter feel when the merchant's son tried to kiss her ?
A: frightened .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-flying-trunk,527,feeling,local,explicit,"[S0] she was lying on the sofa asleep , and was so beautiful that the young merchant had to kiss her .
[S1] then she woke up and was very much frightened , but he said he was a turkish god who had come through the air to see her , and that pleased her very much .
[S2] they sat close to each other , and he told her a story about her eyes .
[S3] they were beautiful dark lakes in which her thoughts swam about like mermaids .
[S4] and her forehead was a snowy mountain , grand and shining .
[S5] these were lovely stories .
[S6] then he asked the princess to marry him , and she said yes at once .
[S7] ' but you must come here on saturday , ' she said , ' for then the sultan and the sultana are coming to tea with me . '
[S8] ' they will be indeed proud that i receive the god of the turks . '
[S9] ' but mind you have a really good story ready , for my parents like them immensely . '
[S10] ' my mother likes something rather moral and high - flown , and my father likes something merry to make him laugh . '",,Easy,[1],yes,,"[S1] then she woke up and was very much frightened , but he said he was a turkish god who had come through the air to see her , and that pleased her very much .","Q: how did the sultan's daughter feel when the merchant's son tried to kiss her ?
A: frightened ."
EV529,high,Easy,"Full context:
[S0] liu i gave his name and explained : "" i have been to the capital and there failed to pass my examination . ""
[S1] "" when i was passing by the ging dschou river , i saw your daughter , whom you love , herding sheep in the wilderness . ""
[S2] "" the winds tousled her hair , and the rain drenched her . ""
[S3] "" i could not bear to see her trouble and spoke to her . ""
[S4] "" she complained that her husband had cast her out and wept bitterly . ""
[S5] "" then she gave me a letter for you . ""
[S6] "" and that is why i have come to visit you , o king ! ""
[S7] with these words he fetched out his letter and handed it to the king .
[S8] when the latter had read it , he hid his face in his sleeve and said with a sigh : "" it is my own fault . ""
[S9] "" i picked out a worthless husband for her . ""
[S10] "" instead of securing her happiness i have brought her to shame in a distant land . ""
[S11] "" you are a stranger and yet you have been willing to help her in her distress , for which i am very grateful to you . ""
[S12] then he once more began to sob , and all those about him shed tears .
[S13] thereupon the monarch gave the letter to a servant who took it into the interior of the palace ; and soon the sound of loud lamentations rose from the inner rooms .

QA:
Q: what will the king do when liu i gives him the letter ?
A: hide his face in his sleeve and say with a sigh : "" it is my own fault . "" .",[8],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-disowned-princess,528,prediction,summary,explicit,"[S0] liu i gave his name and explained : "" i have been to the capital and there failed to pass my examination . ""
[S1] "" when i was passing by the ging dschou river , i saw your daughter , whom you love , herding sheep in the wilderness . ""
[S2] "" the winds tousled her hair , and the rain drenched her . ""
[S3] "" i could not bear to see her trouble and spoke to her . ""
[S4] "" she complained that her husband had cast her out and wept bitterly . ""
[S5] "" then she gave me a letter for you . ""
[S6] "" and that is why i have come to visit you , o king ! ""
[S7] with these words he fetched out his letter and handed it to the king .
[S8] when the latter had read it , he hid his face in his sleeve and said with a sigh : "" it is my own fault . ""
[S9] "" i picked out a worthless husband for her . ""
[S10] "" instead of securing her happiness i have brought her to shame in a distant land . ""
[S11] "" you are a stranger and yet you have been willing to help her in her distress , for which i am very grateful to you . ""
[S12] then he once more began to sob , and all those about him shed tears .
[S13] thereupon the monarch gave the letter to a servant who took it into the interior of the palace ; and soon the sound of loud lamentations rose from the inner rooms .",,Easy,[8],yes,,"[S8] when the latter had read it , he hid his face in his sleeve and said with a sigh : "" it is my own fault . ""","Q: what will the king do when liu i gives him the letter ?
A: hide his face in his sleeve and say with a sigh : "" it is my own fault . "" ."
EV530,high,Easy,"Full context:
[S0] "" god greet you , father , "" she said , "" i had a most strange and lovely dream last night . ""
[S1] "" and what did you dream , my girl ? "" said the king .
[S2] "" o , i dreamt that i was in the new castle over yonder , and there was a duke , handsome and so splendid beyond anything i could have imagined , and now i want a husband . ""
[S3] "" what , you want a husband , and you have never even deigned to look at a man ; that is very strange ! "" said the king .
[S4] "" be that as it may , "" said the princess , "" but that is how i feel now ; and i want a husband , and the duke is the husband i want , "" she concluded .

QA:
Q: what happened because the princess dreamed of the duke and the new castle ?
A: she wanted a husband .",[4],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,lasse-my-thrall,529,outcome resolution,local,explicit,"[S0] "" god greet you , father , "" she said , "" i had a most strange and lovely dream last night . ""
[S1] "" and what did you dream , my girl ? "" said the king .
[S2] "" o , i dreamt that i was in the new castle over yonder , and there was a duke , handsome and so splendid beyond anything i could have imagined , and now i want a husband . ""
[S3] "" what , you want a husband , and you have never even deigned to look at a man ; that is very strange ! "" said the king .
[S4] "" be that as it may , "" said the princess , "" but that is how i feel now ; and i want a husband , and the duke is the husband i want , "" she concluded .",,Easy,[4],yes,,"[S4] "" be that as it may , "" said the princess , "" but that is how i feel now ; and i want a husband , and the duke is the husband i want , "" she concluded .","Q: what happened because the princess dreamed of the duke and the new castle ?
A: she wanted a husband ."
EV531,high,Easy,"Full context:
[S0] this was a very rude speech , especially against the cask , but the huckster and the student both laughed , for it was only said in fun .
[S1] the goblin , however , felt very angry that any man should venture to say such things to a huckster who was a householder and sold the best butter .
[S2] as soon as it was night , the shop closed , and every one in bed except the student , the goblin stepped softly into the bedroom where the huckster 's wife slept , and took away her tongue , which of course she did not then want .
[S3] whatever object in the room he placed this tongue upon , immediately received voice and speech and was able to express its thoughts and feelings as readily as the lady herself could do .
[S4] it could only be used by one object at a time , which was a good thing , as a number speaking at once would have caused great confusion .
[S5] the goblin laid the tongue upon the cask , in which lay a quantity of old newspapers .

QA:
Q: how did the goblin feel about what the student told the huckster ?
A: very angry .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,goblin-huckster,530,feeling,local,explicit,"[S0] this was a very rude speech , especially against the cask , but the huckster and the student both laughed , for it was only said in fun .
[S1] the goblin , however , felt very angry that any man should venture to say such things to a huckster who was a householder and sold the best butter .
[S2] as soon as it was night , the shop closed , and every one in bed except the student , the goblin stepped softly into the bedroom where the huckster 's wife slept , and took away her tongue , which of course she did not then want .
[S3] whatever object in the room he placed this tongue upon , immediately received voice and speech and was able to express its thoughts and feelings as readily as the lady herself could do .
[S4] it could only be used by one object at a time , which was a good thing , as a number speaking at once would have caused great confusion .
[S5] the goblin laid the tongue upon the cask , in which lay a quantity of old newspapers .",,Easy,[1],yes,,"[S1] the goblin , however , felt very angry that any man should venture to say such things to a huckster who was a householder and sold the best butter .","Q: how did the goblin feel about what the student told the huckster ?
A: very angry ."
EV532,high,Easy,"Full context:
[S0] and when the dark night was coming on , conchubar said to his people , "" it is best for us to unyoke the chariots now , and to look for some place where we can spend the night . ""
[S1] then fergus went forward to look for some place , and what he came to was a very small poor - looking house .
[S2] a man and a woman were in it , and when they saw him they said , "" bring your companions here along with you , and they will be welcome . ""
[S3] fergus went back to his companions and told them what he had seen .
[S4] but bricriu said : "" where is the use of going into a house like that , with neither room nor provisions nor coverings in it . ""
[S5] "" it is not worth our while to be going there . ""
[S6] then bricriu went on himself to the place where the house was .
[S7] but when he came to it , what he saw was a grand , new , well - lighted house .
[S8] at the door there was a young man wearing armour , very tall and handsome and shining .
[S9] and he said , "" come into the house , bricriu . ""
[S10] "" why are you looking about you ? ""
[S11] and there was a young woman beside him , fine and noble , and with curled hair , and she said , "" surely there is a welcome before you from me . ""
[S12] "" why does she welcome me ? "" said bricriu .
[S13] "" it is on account of her that i myself welcome you , "" said the young man .
[S14] "" and is there no one missing from you at emain ? "" he said .
[S15] "" there is , surely , "" said bricriu .
[S16] "" we are missing fifty young girls for the length of a year . ""
[S17] "" would you know them again if you saw them ? "" said the young man .
[S18] "" if i would not know them , "" said bricriu , "" it is because a year might make a change in them , so that i would not be sure . ""
[S19] "" try and know them again , "" said the man , "" for the fifty young girls are in this house , and this woman beside me is their mistress , dechtire . ""
[S20] "" it was they themselves , changed into birds , that went to emain macha to bring you here . ""
[S21] then dechtire gave bricriu a purple cloak with gold fringes .
[S22] he went back to find his companions .
[S23] but while he was going he thought to himself , "" conchubar would give great treasure to find these fifty young girls again , and his sister along with them . ""
[S24] "" i will not tell him i have found them . ""
[S25] "" i will only say i have found a house with beautiful women in it , and no more than that . ""
[S26] when conchubar saw bricriu he asked news of him .
[S27] "" what news do you bring back with you , bricriu ? "" he said .
[S28] "" i came to a fine well - lighted house , "" said bricriu .
[S29] "" i saw a queen , noble , kind , with royal looks , with curled hair . ""
[S30] "" i saw a troop of women , beautiful , well dressed . ""
[S31] "" i saw the man of the house , tall and open - handed and shining . ""
[S32] "" let us go there for the night , "" said conchubar .
[S33] so they brought their chariots and their horses and their arms .
[S34] they were hardly in the house when every sort of food and of drink , some they knew and some they did not know , was put before them , so that they never spent a better night .
[S35] and when they had eaten and drunk and began to be satisfied , conchubar said to the young man , "" where is the mistress of the house that she does not come to bid us welcome ? ""
[S36] "" you can not see her to - night , "" said he , "" for she is in the pains of childbirth . ""

QA:
Q: who was the young woman beside the young man ?
A: dechtire .",[19],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,cuchulain-of-muirthemne,531,character,summary,explicit,"[S0] and when the dark night was coming on , conchubar said to his people , "" it is best for us to unyoke the chariots now , and to look for some place where we can spend the night . ""
[S1] then fergus went forward to look for some place , and what he came to was a very small poor - looking house .
[S2] a man and a woman were in it , and when they saw him they said , "" bring your companions here along with you , and they will be welcome . ""
[S3] fergus went back to his companions and told them what he had seen .
[S4] but bricriu said : "" where is the use of going into a house like that , with neither room nor provisions nor coverings in it . ""
[S5] "" it is not worth our while to be going there . ""
[S6] then bricriu went on himself to the place where the house was .
[S7] but when he came to it , what he saw was a grand , new , well - lighted house .
[S8] at the door there was a young man wearing armour , very tall and handsome and shining .
[S9] and he said , "" come into the house , bricriu . ""
[S10] "" why are you looking about you ? ""
[S11] and there was a young woman beside him , fine and noble , and with curled hair , and she said , "" surely there is a welcome before you from me . ""
[S12] "" why does she welcome me ? "" said bricriu .
[S13] "" it is on account of her that i myself welcome you , "" said the young man .
[S14] "" and is there no one missing from you at emain ? "" he said .
[S15] "" there is , surely , "" said bricriu .
[S16] "" we are missing fifty young girls for the length of a year . ""
[S17] "" would you know them again if you saw them ? "" said the young man .
[S18] "" if i would not know them , "" said bricriu , "" it is because a year might make a change in them , so that i would not be sure . ""
[S19] "" try and know them again , "" said the man , "" for the fifty young girls are in this house , and this woman beside me is their mistress , dechtire . ""
[S20] "" it was they themselves , changed into birds , that went to emain macha to bring you here . ""
[S21] then dechtire gave bricriu a purple cloak with gold fringes .
[S22] he went back to find his companions .
[S23] but while he was going he thought to himself , "" conchubar would give great treasure to find these fifty young girls again , and his sister along with them . ""
[S24] "" i will not tell him i have found them . ""
[S25] "" i will only say i have found a house with beautiful women in it , and no more than that . ""
[S26] when conchubar saw bricriu he asked news of him .
[S27] "" what news do you bring back with you , bricriu ? "" he said .
[S28] "" i came to a fine well - lighted house , "" said bricriu .
[S29] "" i saw a queen , noble , kind , with royal looks , with curled hair . ""
[S30] "" i saw a troop of women , beautiful , well dressed . ""
[S31] "" i saw the man of the house , tall and open - handed and shining . ""
[S32] "" let us go there for the night , "" said conchubar .
[S33] so they brought their chariots and their horses and their arms .
[S34] they were hardly in the house when every sort of food and of drink , some they knew and some they did not know , was put before them , so that they never spent a better night .
[S35] and when they had eaten and drunk and began to be satisfied , conchubar said to the young man , "" where is the mistress of the house that she does not come to bid us welcome ? ""
[S36] "" you can not see her to - night , "" said he , "" for she is in the pains of childbirth . """,,Easy,[19],yes,,"[S19] "" try and know them again , "" said the man , "" for the fifty young girls are in this house , and this woman beside me is their mistress , dechtire . ""","Q: who was the young woman beside the young man ?
A: dechtire ."
EV533,high,Easy,"Full context:
[S0] "" have you come , my boy ? "" said the rat .
[S1] "" i must thank you for coming to visit me : i have been expecting you for a long time . ""
[S2] "" i am sure you have come to win me , and i can well imagine that you are in a great hurry . ""
[S3] "" but you must have a little patience . ""
[S4] "" i am to receive a large dower , and am not yet ready for the wedding . ""
[S5] "" i will do my best to see that we are married soon . ""
[S6] when she had said this , she produced a couple of egg - shells , with all sorts of eatables such as rats eat .
[S7] she set them down before the youth , and said : "" now you must sit down and help yourself , for i am sure you are tired and hungry . ""

QA:
Q: what did the rat think the youth was doing there ?
A: to win her .",[2],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,youth-who-wanted-to-win-daughter-of-mother-in-corner,532,action,local,explicit,"[S0] "" have you come , my boy ? "" said the rat .
[S1] "" i must thank you for coming to visit me : i have been expecting you for a long time . ""
[S2] "" i am sure you have come to win me , and i can well imagine that you are in a great hurry . ""
[S3] "" but you must have a little patience . ""
[S4] "" i am to receive a large dower , and am not yet ready for the wedding . ""
[S5] "" i will do my best to see that we are married soon . ""
[S6] when she had said this , she produced a couple of egg - shells , with all sorts of eatables such as rats eat .
[S7] she set them down before the youth , and said : "" now you must sit down and help yourself , for i am sure you are tired and hungry . """,,Easy,[2],yes,,"[S2] "" i am sure you have come to win me , and i can well imagine that you are in a great hurry . ""","Q: what did the rat think the youth was doing there ?
A: to win her ."
EV534,high,Easy,"Full context:
[S0] for a long time she did not tire of looking at the beautiful flower .
[S1] then she suddenly began to wonder what her step - mother would say when she came home after having remained out so long .
[S2] and she looked around , in order to find the way back to the castle .
[S3] but as she looked around , behold , the sun had set and no more than a little strip of daylight rested on the summit of the hill .
[S4] below her lay the forest , so dark and shadowed that she had no faith in her ability to find the homeward path .
[S5] and now she grew very sad , for she could think of nothing better to do than to spend the night on the hill - top .
[S6] she seated herself on the rock , put her hand to her cheek , cried , and thought of her unkind step - mother and step - sisters , and of all the harsh words she would have to endure when she returned .
[S7] and she thought of her father , the king , who was away at war , and of the love of her heart , whom she would never see again .
[S8] she grieved so bitterly that she did not even know she wept .
[S9] night came and darkness , and the stars rose , and still the princess sat in the same spot and wept .
[S10] and while she sat there , lost in her thoughts , she heard a voice say : "" good evening , lovely maiden ! ""
[S11] "" why do you sit here so sad and lonely ? ""
[S12] she stood up hastily , and felt much embarrassed , which was not surprising .
[S13] when she looked around there was nothing to be seen but a tiny old man , who nodded to her and seemed to be very humble .

QA:
Q: how did the tiny old man seem ?
A: very humble .",[13],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,werewolf,533,character,local,explicit,"[S0] for a long time she did not tire of looking at the beautiful flower .
[S1] then she suddenly began to wonder what her step - mother would say when she came home after having remained out so long .
[S2] and she looked around , in order to find the way back to the castle .
[S3] but as she looked around , behold , the sun had set and no more than a little strip of daylight rested on the summit of the hill .
[S4] below her lay the forest , so dark and shadowed that she had no faith in her ability to find the homeward path .
[S5] and now she grew very sad , for she could think of nothing better to do than to spend the night on the hill - top .
[S6] she seated herself on the rock , put her hand to her cheek , cried , and thought of her unkind step - mother and step - sisters , and of all the harsh words she would have to endure when she returned .
[S7] and she thought of her father , the king , who was away at war , and of the love of her heart , whom she would never see again .
[S8] she grieved so bitterly that she did not even know she wept .
[S9] night came and darkness , and the stars rose , and still the princess sat in the same spot and wept .
[S10] and while she sat there , lost in her thoughts , she heard a voice say : "" good evening , lovely maiden ! ""
[S11] "" why do you sit here so sad and lonely ? ""
[S12] she stood up hastily , and felt much embarrassed , which was not surprising .
[S13] when she looked around there was nothing to be seen but a tiny old man , who nodded to her and seemed to be very humble .",,Easy,[13],yes,,"[S13] when she looked around there was nothing to be seen but a tiny old man , who nodded to her and seemed to be very humble .","Q: how did the tiny old man seem ?
A: very humble ."
EV535,high,Easy,"Full context:
[S0] when seamen lose their course among wind and waves and darkling clouds , they pray devoutly to the queen of heaven .
[S1] then a red lantern appears on the face of the waters .
[S2] and if they follow the lantern they will win safe out of all danger .
[S3] the queen of heaven may often be seen standing in the skies , dividing the wind with her sword .
[S4] when she does this the wind departs for the north and south , and the waves grow smooth .

QA:
Q: what did the seamen do when they lost their course ?
A: pray devoutly to the queen of heaven .",[0],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-queen-of-heaven,534,action,local,explicit,"[S0] when seamen lose their course among wind and waves and darkling clouds , they pray devoutly to the queen of heaven .
[S1] then a red lantern appears on the face of the waters .
[S2] and if they follow the lantern they will win safe out of all danger .
[S3] the queen of heaven may often be seen standing in the skies , dividing the wind with her sword .
[S4] when she does this the wind departs for the north and south , and the waves grow smooth .",,Easy,[0],yes,,"[S0] when seamen lose their course among wind and waves and darkling clouds , they pray devoutly to the queen of heaven .","Q: what did the seamen do when they lost their course ?
A: pray devoutly to the queen of heaven ."
EV536,high,Easy,"Full context:
[S0] early in the morning a labourer came that way , saw him , went on the ice and with his wooden shoe broke it up and carried the duckling home to his wife , and there he was brought to life again .
[S1] the children wanted to play with him , but he thought they meant to hurt him , and in his fright he dashed right into the milk - pan and made the milk splash out into the room .
[S2] the woman screamed and threw up her hands .
[S3] then he flew into the butter - tub and after that into the meal - bin and out again .
[S4] goodness , what a sight he was !
[S5] the woman screamed out and hit at him with the tongs , and the children tumbled over one another trying to catch him , laughing , calling out -- by good luck the door stood open , and out he rushed into the bushes , on the new fallen snow , and there he lay almost in a swoon .

QA:
Q: why did the duckling dash right into the milk-pan and make the milk splash out into the room ?
A: the children wanted to play with him , but he thought they meant to hurt him .",[1],,,,,,1,yes,yes,Explicit FairytaleQA item; answer sentence selected by answer-text overlap.,the-ugly-duckling,535,causal relationship,local,explicit,"[S0] early in the morning a labourer came that way , saw him , went on the ice and with his wooden shoe broke it up and carried the duckling home to his wife , and there he was brought to life again .
[S1] the children wanted to play with him , but he thought they meant to hurt him , and in his fright he dashed right into the milk - pan and made the milk splash out into the room .
[S2] the woman screamed and threw up her hands .
[S3] then he flew into the butter - tub and after that into the meal - bin and out again .
[S4] goodness , what a sight he was !
[S5] the woman screamed out and hit at him with the tongs , and the children tumbled over one another trying to catch him , laughing , calling out -- by good luck the door stood open , and out he rushed into the bushes , on the new fallen snow , and there he lay almost in a swoon .",,Easy,[1],yes,,"[S1] the children wanted to play with him , but he thought they meant to hurt him , and in his fright he dashed right into the milk - pan and made the milk splash out into the room .","Q: why did the duckling dash right into the milk-pan and make the milk splash out into the room ?
A: the children wanted to play with him , but he thought they meant to hurt him ."
